"DATE","RIMP65Q4","RIMP66Q1","RIMP66Q2","RIMP66Q3","RIMP66Q4","RIMP67Q1","RIMP67Q2","RIMP67Q3","RIMP67Q4","RIMP68Q1","RIMP68Q2","RIMP68Q3","RIMP68Q4","RIMP69Q1","RIMP69Q2","RIMP69Q3","RIMP69Q4","RIMP70Q1","RIMP70Q2","RIMP70Q3","RIMP70Q4","RIMP71Q1","RIMP71Q2","RIMP71Q3","RIMP71Q4","RIMP72Q1","RIMP72Q2","RIMP72Q3","RIMP72Q4","RIMP73Q1","RIMP73Q2","RIMP73Q3","RIMP73Q4","RIMP74Q1","RIMP74Q2","RIMP74Q3","RIMP74Q4","RIMP75Q1","RIMP75Q2","RIMP75Q3","RIMP75Q4","RIMP76Q1","RIMP76Q2","RIMP76Q3","RIMP76Q4","RIMP77Q1","RIMP77Q2","RIMP77Q3","RIMP77Q4","RIMP78Q1","RIMP78Q2","RIMP78Q3","RIMP78Q4","RIMP79Q1","RIMP79Q2","RIMP79Q3","RIMP79Q4","RIMP80Q1","RIMP80Q2","RIMP80Q3","RIMP80Q4","RIMP81Q1","RIMP81Q2","RIMP81Q3","RIMP81Q4","RIMP82Q1","RIMP82Q2","RIMP82Q3","RIMP82Q4","RIMP83Q1","RIMP83Q2","RIMP83Q3","RIMP83Q4","RIMP84Q1","RIMP84Q2","RIMP84Q3","RIMP84Q4","RIMP85Q1","RIMP85Q2","RIMP85Q3","RIMP85Q4","RIMP86Q1","RIMP86Q2","RIMP86Q3","RIMP86Q4","RIMP87Q1","RIMP87Q2","RIMP87Q3","RIMP87Q4","RIMP88Q1","RIMP88Q2","RIMP88Q3","RIMP88Q4","RIMP89Q1","RIMP89Q2","RIMP89Q3","RIMP89Q4","RIMP90Q1","RIMP90Q2","RIMP90Q3","RIMP90Q4","RIMP91Q1","RIMP91Q2","RIMP91Q3","RIMP91Q4","RIMP92Q1","RIMP92Q2","RIMP92Q3","RIMP92Q4","RIMP93Q1","RIMP93Q2","RIMP93Q3","RIMP93Q4","RIMP94Q1","RIMP94Q2","RIMP94Q3","RIMP94Q4","RIMP95Q1","RIMP95Q2","RIMP95Q3","RIMP95Q4","RIMP96Q1","RIMP96Q2","RIMP96Q3","RIMP96Q4","RIMP97Q1","RIMP97Q2","RIMP97Q3","RIMP97Q4","RIMP98Q1","RIMP98Q2","RIMP98Q3","RIMP98Q4","RIMP99Q1","RIMP99Q2","RIMP99Q3","RIMP99Q4","RIMP00Q1","RIMP00Q2","RIMP00Q3","RIMP00Q4","RIMP01Q1","RIMP01Q2","RIMP01Q3","RIMP01Q4","RIMP02Q1","RIMP02Q2","RIMP02Q3","RIMP02Q4","RIMP03Q1","RIMP03Q2","RIMP03Q3","RIMP03Q4","RIMP04Q1","RIMP04Q2","RIMP04Q3","RIMP04Q4","RIMP05Q1","RIMP05Q2","RIMP05Q3","RIMP05Q4","RIMP06Q1","RIMP06Q2","RIMP06Q3","RIMP06Q4","RIMP07Q1","RIMP07Q2","RIMP07Q3","RIMP07Q4","RIMP08Q1","RIMP08Q2","RIMP08Q3","RIMP08Q4","RIMP09Q1","RIMP09Q2","RIMP09Q3","RIMP09Q4","RIMP10Q1","RIMP10Q2","RIMP10Q3","RIMP10Q4","RIMP11Q1","RIMP11Q2","RIMP11Q3","RIMP11Q4","RIMP12Q1","RIMP12Q2","RIMP12Q3","RIMP12Q4","RIMP13Q1","RIMP13Q2","RIMP13Q3","RIMP13Q4","RIMP14Q1","RIMP14Q2","RIMP14Q3","RIMP14Q4","RIMP15Q1","RIMP15Q2","RIMP15Q3","RIMP15Q4"
"1949:Q3","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","15.1","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","#N/A","#N/A","#N/A","#N/A","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","#N/A","#N/A","#N/A","#N/A","#N/A","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","#N/A","#N/A","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.0","54.0","54.0","54.0","54.0","54.0","54.0","54.0","58.1","58.1","58.1","58.1","58.0","58.0","58.0","58.0","58.0","58.0"
"1949:Q4","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","11.9","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.2","15.2","15.2","15.2","15.2","15.2","15.2","15.2","15.2","15.2","15.2","15.2","15.2","15.2","15.2","15.2","15.2","15.2","15.2","15.2","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","#N/A","#N/A","#N/A","#N/A","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","#N/A","#N/A","#N/A","#N/A","#N/A","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","#N/A","#N/A","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","59.0","59.0","59.0","59.0","58.8","58.8","58.8","58.8","58.8","58.8"
"1950:Q1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","15.9","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","#N/A","#N/A","#N/A","#N/A","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","#N/A","#N/A","#N/A","#N/A","#N/A","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","#N/A","#N/A","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","60.6","60.6","60.6","60.6","60.5","60.5","60.5","60.5","60.5","60.5"
"1950:Q2","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","12.7","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","16.5","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","#N/A","#N/A","#N/A","#N/A","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","#N/A","#N/A","#N/A","#N/A","#N/A","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","#N/A","#N/A","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","53.7","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","59.5","64.0","64.0","64.0","64.0","63.8","63.8","63.8","63.8","63.8","63.8"
"1950:Q3","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","14.9","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","#N/A","#N/A","#N/A","#N/A","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","#N/A","#N/A","#N/A","#N/A","#N/A","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","#N/A","#N/A","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","69.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","78.9","78.9","78.9","78.9","78.8","78.8","78.8","78.8","78.8","78.8"
"1950:Q4","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","14.5","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","#N/A","#N/A","#N/A","#N/A","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","#N/A","#N/A","#N/A","#N/A","#N/A","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","#N/A","#N/A","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","79.1","79.1","79.1","79.1","78.9","78.9","78.9","78.9","78.9","78.9"
"1951:Q1","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","14.6","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","#N/A","#N/A","#N/A","#N/A","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","#N/A","#N/A","#N/A","#N/A","#N/A","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","#N/A","#N/A","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","66.4","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","79.1","79.1","79.1","79.1","78.9","78.9","78.9","78.9","78.9","78.9"
"1951:Q2","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","#N/A","#N/A","#N/A","#N/A","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","#N/A","#N/A","#N/A","#N/A","#N/A","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","#N/A","#N/A","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","76.5","76.5","76.5","76.5","76.3","76.3","76.3","76.3","76.3","76.3"
"1951:Q3","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","17.8","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","#N/A","#N/A","#N/A","#N/A","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","#N/A","#N/A","#N/A","#N/A","#N/A","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","#N/A","#N/A","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","65.2","65.2","65.2","65.2","65.2","65.2","65.2","65.2","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","70.0","70.0","70.0","70.0","69.8","69.8","69.8","69.8","69.8","69.8"
"1951:Q4","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","13.8","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","55.9","#N/A","#N/A","#N/A","#N/A","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","#N/A","#N/A","#N/A","#N/A","#N/A","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","59.9","#N/A","#N/A","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","59.7","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","68.2","68.2","68.2","68.2","68.0","68.0","68.0","68.0","68.0","68.0"
"1952:Q1","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","19.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","#N/A","#N/A","#N/A","#N/A","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","#N/A","#N/A","#N/A","#N/A","#N/A","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","#N/A","#N/A","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9","63.9","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","76.1","76.1","76.1","76.1","75.9","75.9","75.9","75.9","75.9","75.9"
"1952:Q2","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","14.4","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","#N/A","#N/A","#N/A","#N/A","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","#N/A","#N/A","#N/A","#N/A","#N/A","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","#N/A","#N/A","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","66.5","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","75.7","75.7","75.7","75.7","75.5","75.5","75.5","75.5","75.5","75.5"
"1952:Q3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","15.3","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","20.1","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","#N/A","#N/A","#N/A","#N/A","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","#N/A","#N/A","#N/A","#N/A","#N/A","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","#N/A","#N/A","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","74.8","74.8","74.8","74.8","74.8","74.8","74.8","74.8","74.7","74.7","74.7","74.7","74.7","74.7","74.7","74.7","80.3","80.3","80.3","80.3","80.1","80.1","80.1","80.1","80.1","80.1"
"1952:Q4","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","16.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","#N/A","#N/A","#N/A","#N/A","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","65.8","#N/A","#N/A","#N/A","#N/A","#N/A","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","#N/A","#N/A","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","76.7","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","87.5","87.5","87.5","87.5","87.3","87.3","87.3","87.3","87.3","87.3"
