"DATE","OPH98M11","OPH98M12","OPH99M1","OPH99M2","OPH99M3","OPH99M4","OPH99M5","OPH99M6","OPH99M7","OPH99M8","OPH99M9","OPH99M10","OPH99M11","OPH99M12","OPH00M1","OPH00M2","OPH00M3","OPH00M4","OPH00M5","OPH00M6","OPH00M7","OPH00M8","OPH00M9","OPH00M10","OPH00M11","OPH00M12","OPH01M1","OPH01M2","OPH01M3","OPH01M4","OPH01M5","OPH01M6","OPH01M7","OPH01M8","OPH01M9","OPH01M10","OPH01M11","OPH01M12","OPH02M1","OPH02M2","OPH02M3","OPH02M4","OPH02M5","OPH02M6","OPH02M7","OPH02M8","OPH02M9","OPH02M10","OPH02M11","OPH02M12","OPH03M1","OPH03M2","OPH03M3","OPH03M4","OPH03M5","OPH03M6","OPH03M7","OPH03M8","OPH03M9","OPH03M10","OPH03M11","OPH03M12","OPH04M1","OPH04M2","OPH04M3","OPH04M4","OPH04M5","OPH04M6","OPH04M7","OPH04M8","OPH04M9","OPH04M10","OPH04M11","OPH04M12","OPH05M1","OPH05M2","OPH05M3","OPH05M4","OPH05M5","OPH05M6","OPH05M7","OPH05M8","OPH05M9","OPH05M10","OPH05M11","OPH05M12","OPH06M1","OPH06M2","OPH06M3","OPH06M4","OPH06M5","OPH06M6","OPH06M7","OPH06M8","OPH06M9","OPH06M10","OPH06M11","OPH06M12","OPH07M1","OPH07M2","OPH07M3","OPH07M4","OPH07M5","OPH07M6","OPH07M7","OPH07M8","OPH07M9","OPH07M10","OPH07M11","OPH07M12","OPH08M1","OPH08M2","OPH08M3","OPH08M4","OPH08M5","OPH08M6","OPH08M7","OPH08M8","OPH08M9","OPH08M10","OPH08M11","OPH08M12","OPH09M1","OPH09M2","OPH09M3","OPH09M4","OPH09M5","OPH09M6","OPH09M7","OPH09M8","OPH09M9","OPH09M10","OPH09M11","OPH09M12","OPH10M1","OPH10M2","OPH10M3","OPH10M4","OPH10M5","OPH10M6","OPH10M7","OPH10M8","OPH10M9","OPH10M10","OPH10M11","OPH10M12","OPH11M1","OPH11M2","OPH11M3","OPH11M4","OPH11M5","OPH11M6","OPH11M7","OPH11M8","OPH11M9","OPH11M10","OPH11M11","OPH11M12","OPH12M1","OPH12M2","OPH12M3","OPH12M4","OPH12M5","OPH12M6","OPH12M7","OPH12M8","OPH12M9","OPH12M10","OPH12M11","OPH12M12","OPH13M1","OPH13M2","OPH13M3","OPH13M4","OPH13M5","OPH13M6","OPH13M7","OPH13M8","OPH13M9","OPH13M10","OPH13M11","OPH13M12","OPH14M1","OPH14M2","OPH14M3","OPH14M4","OPH14M5","OPH14M6","OPH14M7","OPH14M8","OPH14M9","OPH14M10","OPH14M11","OPH14M12","OPH15M1","OPH15M2","OPH15M3","OPH15M4","OPH15M5","OPH15M6","OPH15M7","OPH15M8","OPH15M9","OPH15M10","OPH15M11"
"1949:Q3","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","#N/A","#N/A","#N/A","#N/A","#N/A","34.5","34.5","34.5","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","35.5","35.5","35.5","35.5","35.5","35.5","35.0","35.0","35.0","35.0","35.0","35.0","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.0","35.0","35.0","35.0","35.0","35.0","35.03","35.03","35.03","35.037","35.037","35.037","35.037","35.037","35.037","35.037","35.037","35.037","35.037","35.037","35.037","35.037","35.037","35.037","35.037","35.037","35.037","35.037","35.037","35.037","35.037","35.037","35.037","35.038","35.038","35.038","35.038","35.038","35.038","35.038","35.038","35.038","35.038","35.038","35.038","35.038","35.038","35.038","35.038","35.038","35.04","35.04","35.04","35.04","35.04","35.04","35.04","35.04","35.04","35.04","35.04","35.04","25.58","25.58","25.58","25.58","25.58","25.58","25.58","25.58","25.58","25.58","25.58","25.58","25.593","25.593","25.593","25.593","25.593","25.593","25.593","25.593","25.593","25.593","25.593","25.593","25.593","25.593","25.593","25.593","25.593","25.593","25.593","25.599","25.599","25.599","25.599","25.599","23.094","23.094","23.094","23.246","23.246","23.246","23.246","23.272","23.272","23.272","23.272","23.272","23.301","23.301","23.301","23.301","23.301","23.301","23.301","23.301","23.301","23.301","23.301","23.301","23.301","23.301","23.301","23.301"
"1949:Q4","36.6","36.6","36.6","36.6","36.6","36.6","36.6","36.6","36.6","36.6","36.6","36.6","36.6","#N/A","#N/A","#N/A","#N/A","#N/A","34.6","34.6","34.6","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","35.5","35.5","35.5","35.5","35.5","35.5","35.0","35.0","35.0","35.0","35.0","35.0","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.1","35.1","35.1","35.1","35.1","35.1","35.06","35.06","35.06","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.067","35.113","35.113","35.113","35.113","35.113","35.113","35.113","35.113","35.113","35.113","35.113","35.113","25.633","25.633","25.633","25.633","25.633","25.633","25.633","25.633","25.633","25.633","25.633","25.633","25.646","25.646","25.646","25.646","25.646","25.646","25.646","25.646","25.646","25.646","25.646","25.646","25.646","25.646","25.646","25.646","25.646","25.646","25.646","25.652","25.652","25.652","25.652","25.652","23.156","23.156","23.156","23.31","23.31","23.31","23.31","23.336","23.336","23.336","23.336","23.336","23.362","23.362","23.362","23.362","23.362","23.362","23.362","23.361","23.361","23.361","23.361","23.361","23.361","23.361","23.361","23.361"
"1950:Q1","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","#N/A","#N/A","#N/A","#N/A","#N/A","36.3","36.3","36.3","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","37.2","37.2","37.2","37.2","37.2","37.2","36.6","36.6","36.6","36.6","36.6","36.6","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.7","36.7","36.7","36.7","36.7","36.7","36.67","36.67","36.67","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.678","36.707","36.707","36.707","36.707","36.707","36.707","36.707","36.707","36.707","36.707","36.707","36.707","26.796","26.796","26.796","26.796","26.796","26.796","26.796","26.796","26.796","26.796","26.796","26.796","26.809","26.809","26.809","26.809","26.809","26.809","26.809","26.809","26.809","26.809","26.809","26.809","26.809","26.809","26.809","26.809","26.809","26.809","26.809","26.816","26.816","26.816","26.816","26.816","24.209","24.209","24.209","24.37","24.37","24.37","24.37","24.397","24.397","24.397","24.397","24.397","24.424","24.424","24.424","24.424","24.424","24.424","24.424","24.424","24.424","24.424","24.424","24.424","24.424","24.424","24.424","24.424"
"1950:Q2","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","#N/A","#N/A","#N/A","#N/A","#N/A","36.6","36.6","36.6","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","37.5","37.5","37.5","37.5","37.5","37.5","37.0","37.0","37.0","37.0","37.0","37.0","37.2","37.2","37.2","37.2","37.2","37.2","37.2","37.2","37.2","37.2","37.0","37.0","37.0","37.0","37.0","37.0","37.033","37.033","37.033","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.04","37.09","37.09","37.09","37.09","37.09","37.09","37.09","37.09","37.09","37.09","37.09","37.09","27.076","27.076","27.076","27.076","27.076","27.076","27.076","27.076","27.076","27.076","27.076","27.076","27.089","27.089","27.089","27.089","27.089","27.089","27.089","27.089","27.089","27.089","27.089","27.089","27.089","27.089","27.089","27.089","27.089","27.089","27.089","27.096","27.096","27.096","27.096","27.096","24.462","24.462","24.462","24.622","24.622","24.622","24.622","24.65","24.65","24.65","24.65","24.65","24.678","24.678","24.678","24.678","24.678","24.678","24.678","24.678","24.678","24.678","24.678","24.678","24.678","24.678","24.678","24.678"
"1950:Q3","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","#N/A","#N/A","#N/A","#N/A","#N/A","37.2","37.2","37.2","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","38.1","38.1","38.1","38.1","38.1","38.1","37.6","37.6","37.6","37.6","37.6","37.6","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.7","37.7","37.7","37.7","37.7","37.7","37.67","37.67","37.67","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.678","37.705","37.705","37.705","37.705","37.705","37.705","37.705","37.705","37.705","37.705","37.705","37.705","27.525","27.525","27.525","27.525","27.525","27.525","27.525","27.525","27.525","27.525","27.525","27.525","27.539","27.539","27.539","27.539","27.539","27.539","27.539","27.539","27.539","27.539","27.539","27.539","27.539","27.539","27.539","27.539","27.539","27.539","27.539","27.546","27.546","27.546","27.546","27.546","24.853","24.853","24.853","25.016","25.016","25.016","25.016","25.044","25.044","25.044","25.044","25.044","25.072","25.072","25.072","25.072","25.072","25.072","25.072","25.072","25.072","25.072","25.072","25.072","25.072","25.072","25.072","25.072"
"1950:Q4","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","#N/A","#N/A","#N/A","#N/A","#N/A","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","38.3","38.3","38.3","38.3","38.3","38.3","37.8","37.8","37.8","37.8","37.8","37.8","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","37.9","37.9","37.9","37.9","37.9","37.9","37.852","37.852","37.852","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.86","37.881","37.881","37.881","37.881","37.881","37.881","37.881","37.881","37.881","37.881","37.881","37.881","27.654","27.654","27.654","27.654","27.654","27.654","27.654","27.654","27.654","27.654","27.654","27.654","27.668","27.668","27.668","27.668","27.668","27.668","27.668","27.668","27.668","27.668","27.668","27.668","27.668","27.668","27.668","27.668","27.668","27.668","27.668","27.675","27.675","27.675","27.675","27.675","24.967","24.967","24.967","25.132","25.132","25.132","25.132","25.159","25.159","25.159","25.159","25.159","25.189","25.189","25.189","25.189","25.189","25.189","25.189","25.189","25.189","25.189","25.189","25.189","25.189","25.189","25.189","25.189"
"1951:Q1","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","#N/A","#N/A","#N/A","#N/A","#N/A","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","38.2","38.2","38.2","38.2","38.2","38.2","37.7","37.7","37.7","37.7","37.7","37.7","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","37.8","37.8","37.8","37.8","37.8","37.8","37.839","37.839","37.839","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.847","37.895","37.895","37.895","37.895","37.895","37.895","37.895","37.895","37.895","37.895","37.895","37.895","27.663","27.663","27.663","27.663","27.663","27.663","27.663","27.663","27.663","27.663","27.663","27.663","27.677","27.677","27.677","27.677","27.677","27.677","27.677","27.677","27.677","27.677","27.677","27.677","27.677","27.677","27.677","27.677","27.677","27.677","27.677","27.684","27.684","27.684","27.684","27.684","24.974","24.974","24.974","25.139","25.139","25.139","25.139","25.167","25.167","25.167","25.167","25.167","25.196","25.196","25.196","25.196","25.196","25.196","25.196","25.196","25.196","25.196","25.196","25.196","25.196","25.196","25.196","25.196"
"1951:Q2","39.8","39.8","39.8","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","#N/A","#N/A","#N/A","#N/A","#N/A","37.5","37.5","37.5","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","38.4","38.4","38.4","38.4","38.4","38.4","37.9","37.9","37.9","37.9","37.9","37.9","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.0","38.0","38.0","38.0","38.0","38.0","38.038","38.038","38.038","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.046","38.071","38.071","38.071","38.071","38.071","38.071","38.071","38.071","38.071","38.071","38.071","38.071","27.792","27.792","27.792","27.792","27.792","27.792","27.792","27.792","27.792","27.792","27.792","27.792","27.806","27.806","27.806","27.806","27.806","27.806","27.806","27.806","27.806","27.806","27.806","27.806","27.806","27.806","27.806","27.806","27.806","27.806","27.806","27.813","27.813","27.813","27.813","27.813","25.074","25.074","25.074","25.24","25.24","25.24","25.24","25.268","25.268","25.268","25.268","25.268","25.297","25.297","25.297","25.297","25.297","25.297","25.297","25.297","25.297","25.297","25.297","25.297","25.297","25.297","25.297","25.297"
"1951:Q3","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","#N/A","#N/A","#N/A","#N/A","#N/A","38.6","38.6","38.6","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","39.6","39.6","39.6","39.6","39.6","39.6","39.1","39.1","39.1","39.1","39.1","39.1","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.2","39.2","39.2","39.2","39.2","39.2","39.152","39.152","39.152","39.16","39.16","39.16","39.16","39.16","39.16","39.16","39.16","39.16","39.16","39.16","39.16","39.16","39.16","39.16","39.16","39.16","39.16","39.16","39.16","39.16","39.16","39.16","39.16","39.161","39.161","39.161","39.161","39.161","39.161","39.161","39.161","39.161","39.161","39.161","39.161","39.161","39.161","39.161","39.161","39.161","39.169","39.169","39.169","39.169","39.169","39.169","39.169","39.169","39.169","39.169","39.169","39.169","28.594","28.594","28.594","28.594","28.594","28.594","28.594","28.594","28.594","28.594","28.594","28.594","28.608","28.608","28.608","28.608","28.608","28.608","28.608","28.608","28.608","28.608","28.608","28.608","28.608","28.608","28.608","28.608","28.608","28.608","28.608","28.615","28.615","28.615","28.615","28.615","25.799","25.799","25.799","25.968","25.968","25.968","25.968","25.997","25.997","25.997","25.997","25.997","26.028","26.028","26.028","26.028","26.028","26.028","26.028","26.028","26.028","26.028","26.028","26.028","26.028","26.028","26.028","26.028"
"1951:Q4","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","#N/A","#N/A","#N/A","#N/A","#N/A","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","39.4","39.4","39.4","39.4","39.4","39.4","38.9","38.9","38.9","38.9","38.9","38.9","39.2","39.2","39.2","39.2","39.2","39.2","39.2","39.2","39.2","39.2","39.0","39.0","39.0","39.0","39.0","39.0","38.987","38.987","38.987","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","38.995","39.024","39.024","39.024","39.024","39.024","39.024","39.024","39.024","39.024","39.024","39.024","39.024","28.488","28.488","28.488","28.488","28.488","28.488","28.488","28.488","28.488","28.488","28.488","28.488","28.502","28.502","28.502","28.502","28.502","28.502","28.502","28.502","28.502","28.502","28.502","28.502","28.502","28.502","28.502","28.502","28.502","28.502","28.502","28.509","28.509","28.509","28.509","28.509","25.709","25.709","25.709","25.879","25.879","25.879","25.879","25.908","25.908","25.908","25.908","25.908","25.937","25.937","25.937","25.937","25.937","25.937","25.937","25.937","25.937","25.937","25.937","25.937","25.937","25.937","25.937","25.937"
"1952:Q1","40.9","40.9","40.9","40.9","40.9","40.9","40.9","40.9","40.9","40.9","40.9","40.9","40.9","#N/A","#N/A","#N/A","#N/A","#N/A","38.6","38.6","38.6","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","39.6","39.6","39.6","39.6","39.6","39.6","39.0","39.0","39.0","39.0","39.0","39.0","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.1","39.1","39.1","39.1","39.1","39.1","39.127","39.127","39.127","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.135","39.177","39.177","39.177","39.177","39.177","39.177","39.177","39.177","39.177","39.177","39.177","39.177","28.599","28.599","28.599","28.599","28.599","28.599","28.599","28.599","28.599","28.599","28.599","28.599","28.614","28.614","28.614","28.614","28.614","28.614","28.614","28.614","28.614","28.614","28.614","28.614","28.614","28.614","28.614","28.614","28.614","28.614","28.614","28.621","28.621","28.621","28.621","28.621","25.815","25.815","25.815","25.984","25.984","25.984","25.984","26.013","26.013","26.013","26.013","26.013","26.044","26.044","26.044","26.044","26.044","26.044","26.044","26.043","26.043","26.043","26.043","26.043","26.043","26.043","26.043","26.043"
"1952:Q2","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","#N/A","#N/A","#N/A","#N/A","#N/A","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","40.0","40.0","40.0","40.0","40.0","40.0","39.4","39.4","39.4","39.4","39.4","39.4","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.5","39.5","39.5","39.5","39.5","39.5","39.486","39.486","39.486","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.494","39.516","39.516","39.516","39.516","39.516","39.516","39.516","39.516","39.516","39.516","39.516","39.516","28.847","28.847","28.847","28.847","28.847","28.847","28.847","28.847","28.847","28.847","28.847","28.847","28.862","28.862","28.862","28.862","28.862","28.862","28.862","28.862","28.862","28.862","28.862","28.862","28.862","28.862","28.862","28.862","28.862","28.862","28.862","28.869","28.869","28.869","28.869","28.869","26.061","26.061","26.061","26.232","26.232","26.232","26.232","26.261","26.261","26.261","26.261","26.261","26.292","26.292","26.292","26.292","26.292","26.292","26.292","26.292","26.292","26.292","26.292","26.292","26.292","26.292","26.292","26.292"
"1952:Q3","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","#N/A","#N/A","#N/A","#N/A","#N/A","39.2","39.2","39.2","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","40.1","40.1","40.1","40.1","40.1","40.1","39.5","39.5","39.5","39.5","39.5","39.5","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.6","39.6","39.6","39.6","39.6","39.6","39.597","39.597","39.597","39.605","39.605","39.605","39.605","39.605","39.605","39.605","39.605","39.605","39.605","39.605","39.605","39.605","39.605","39.605","39.605","39.605","39.605","39.605","39.605","39.605","39.605","39.605","39.605","39.606","39.606","39.606","39.606","39.606","39.606","39.606","39.606","39.606","39.606","39.606","39.606","39.606","39.606","39.606","39.606","39.606","39.626","39.626","39.626","39.626","39.626","39.626","39.626","39.626","39.626","39.626","39.626","39.626","28.927","28.927","28.927","28.927","28.927","28.927","28.927","28.927","28.927","28.927","28.927","28.927","28.941","28.941","28.941","28.941","28.941","28.941","28.941","28.941","28.941","28.941","28.941","28.941","28.941","28.941","28.941","28.941","28.941","28.941","28.941","28.949","28.949","28.949","28.949","28.949","26.147","26.147","26.147","26.32","26.32","26.32","26.32","26.349","26.349","26.349","26.349","26.349","26.38","26.38","26.38","26.38","26.38","26.38","26.38","26.38","26.38","26.38","26.38","26.38","26.38","26.38","26.38","26.38"
"1952:Q4","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","#N/A","#N/A","#N/A","#N/A","#N/A","39.7","39.7","39.7","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","40.6","40.6","40.6","40.6","40.6","40.6","40.0","40.0","40.0","40.0","40.0","40.0","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.2","40.2","40.2","40.2","40.2","40.2","40.154","40.154","40.154","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.162","40.198","40.198","40.198","40.198","40.198","40.198","40.198","40.198","40.198","40.198","40.198","40.198","29.345","29.345","29.345","29.345","29.345","29.345","29.345","29.345","29.345","29.345","29.345","29.345","29.361","29.361","29.361","29.361","29.361","29.361","29.361","29.361","29.361","29.361","29.361","29.361","29.361","29.361","29.361","29.361","29.361","29.361","29.361","29.368","29.368","29.368","29.368","29.368","26.541","26.541","26.541","26.716","26.716","26.716","26.716","26.746","26.746","26.746","26.746","26.746","26.776","26.776","26.776","26.776","26.776","26.776","26.776","26.776","26.776","26.776","26.776","26.776","26.776","26.776","26.776","26.776"
"1953:Q1","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","#N/A","#N/A","#N/A","#N/A","#N/A","40.3","40.3","40.3","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","41.2","41.2","41.2","41.2","41.2","41.2","40.6","40.6","40.6","40.6","40.6","40.6","40.9","40.9","40.9","40.9","40.9","40.9","40.9","40.9","40.9","40.9","40.7","40.7","40.7","40.7","40.7","40.7","40.75","40.75","40.75","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.758","40.819","40.819","40.819","40.819","40.819","40.819","40.819","40.819","40.819","40.819","40.819","40.819","29.798","29.798","29.798","29.798","29.798","29.798","29.798","29.798","29.798","29.798","29.798","29.798","29.814","29.814","29.814","29.814","29.814","29.814","29.814","29.814","29.814","29.814","29.814","29.814","29.814","29.814","29.814","29.814","29.814","29.814","29.814","29.822","29.822","29.822","29.822","29.822","26.954","26.954","26.954","27.131","27.131","27.131","27.131","27.161","27.161","27.161","27.161","27.161","27.193","27.193","27.193","27.193","27.193","27.193","27.193","27.193","27.193","27.193","27.193","27.193","27.193","27.193","27.193","27.193"
