"","NBRECBASA65M11","NBRECBASA66M2","NBRECBASA66M5","NBRECBASA66M8","NBRECBASA66M11","NBRECBASA67M2","NBRECBASA67M5","NBRECBASA67M8","NBRECBASA67M11","NBRECBASA68M2","NBRECBASA68M5","NBRECBASA68M8","NBRECBASA68M11","NBRECBASA69M2","NBRECBASA69M5","NBRECBASA69M8","NBRECBASA69M11","NBRECBASA70M2","NBRECBASA70M5","NBRECBASA70M8","NBRECBASA70M11","NBRECBASA71M2","NBRECBASA71M5","NBRECBASA71M8","NBRECBASA71M11","NBRECBASA72M2","NBRECBASA72M5","NBRECBASA72M8","NBRECBASA72M11","NBRECBASA73M2","NBRECBASA73M5","NBRECBASA73M8","NBRECBASA73M11","NBRECBASA74M2","NBRECBASA74M5","NBRECBASA74M8","NBRECBASA74M11","NBRECBASA75M2","NBRECBASA75M5","NBRECBASA75M8","NBRECBASA75M11","NBRECBASA76M2","NBRECBASA76M5","NBRECBASA76M8","NBRECBASA76M11","NBRECBASA77M2","NBRECBASA77M5","NBRECBASA77M8","NBRECBASA77M11","NBRECBASA78M2","NBRECBASA78M5","NBRECBASA78M8","NBRECBASA78M11","NBRECBASA79M2","NBRECBASA79M5","NBRECBASA79M8","NBRECBASA79M11","NBRECBASA80M2","NBRECBASA80M5","NBRECBASA80M8","NBRECBASA80M11","NBRECBASA81M2","NBRECBASA81M5","NBRECBASA81M8","NBRECBASA81M11","NBRECBASA82M2","NBRECBASA82M5","NBRECBASA82M8","NBRECBASA82M11","NBRECBASA83M2","NBRECBASA83M5","NBRECBASA83M8","NBRECBASA83M11","NBRECBASA84M2","NBRECBASA84M5","NBRECBASA84M8","NBRECBASA84M11","NBRECBASA85M2","NBRECBASA85M5","NBRECBASA85M8","NBRECBASA85M11","NBRECBASA86M2","NBRECBASA86M5","NBRECBASA86M8","NBRECBASA86M11","NBRECBASA87M2","NBRECBASA87M5","NBRECBASA87M8","NBRECBASA87M11","NBRECBASA88M2","NBRECBASA88M5","NBRECBASA88M8","NBRECBASA88M11","NBRECBASA89M2","NBRECBASA89M5","NBRECBASA89M8","NBRECBASA89M11","NBRECBASA90M2","NBRECBASA90M5","NBRECBASA90M8","NBRECBASA90M11","NBRECBASA91M2","NBRECBASA91M5","NBRECBASA91M8","NBRECBASA91M11","NBRECBASA92M2","NBRECBASA92M5","NBRECBASA92M8","NBRECBASA92M11","NBRECBASA93M2","NBRECBASA93M5","NBRECBASA93M8","NBRECBASA93M11","NBRECBASA94M2","NBRECBASA94M5","NBRECBASA94M8","NBRECBASA94M11","NBRECBASA95M2","NBRECBASA95M5","NBRECBASA95M8","NBRECBASA95M11","NBRECBASA96M2","NBRECBASA96M5","NBRECBASA96M8","NBRECBASA96M11","NBRECBASA97M2","NBRECBASA97M5","NBRECBASA97M8","NBRECBASA97M11","NBRECBASA98M2","NBRECBASA98M5","NBRECBASA98M8","NBRECBASA98M11","NBRECBASA99M2","NBRECBASA99M5","NBRECBASA99M8","NBRECBASA99M11","NBRECBASA00M2","NBRECBASA00M5","NBRECBASA00M8","NBRECBASA00M11","NBRECBASA01M2","NBRECBASA01M5","NBRECBASA01M8","NBRECBASA01M11","NBRECBASA02M2","NBRECBASA02M5","NBRECBASA02M8","NBRECBASA02M11","NBRECBASA03M2","NBRECBASA03M5","NBRECBASA03M8","NBRECBASA03M11","NBRECBASA04M2","NBRECBASA04M5","NBRECBASA04M8","NBRECBASA04M11","NBRECBASA05M2","NBRECBASA05M5","NBRECBASA05M8","NBRECBASA05M11","NBRECBASA06M2","NBRECBASA06M5","NBRECBASA06M8","NBRECBASA06M11","NBRECBASA07M2","NBRECBASA07M5","NBRECBASA07M8","NBRECBASA07M11","NBRECBASA08M2","NBRECBASA08M5","NBRECBASA08M8","NBRECBASA08M11","NBRECBASA09M2","NBRECBASA09M5","NBRECBASA09M8","NBRECBASA09M11","NBRECBASA10M2","NBRECBASA10M5","NBRECBASA10M8","NBRECBASA10M11","NBRECBASA11M2","NBRECBASA11M5","NBRECBASA11M8","NBRECBASA11M11","NBRECBASA12M2","NBRECBASA12M5","NBRECBASA12M8","NBRECBASA12M11","NBRECBASA13M2","NBRECBASA13M5"
"2000:08","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","39.365","39.365","39.064","39.064","39.064","39.061","39.251","39.251","39.251","39.251","39.183","39.183","39.183","39.183","39.183","39.123","39.123","39.123","39.123","39.081","39.081","39.081","39.194","39.194","39.194","39.194","39.194","39.194","39.194","39.194","39.194","39.194","39.194","39.194","39.194","39.194","39.194","39.194","39.194","39.194","39.194","39.194","39.194","39.194","39.194","39.194","39.194","39.194","39.194","39.194","39.194"
"2000:09","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","39.384","39.384","38.908","38.908","38.908","38.902","39.306","39.306","39.306","39.306","39.244","39.244","39.244","39.244","39.244","39.187","39.187","39.187","39.187","39.12","39.12","39.12","39.279","39.279","39.279","39.279","39.279","39.279","39.279","39.279","39.279","39.279","39.279","39.279","39.279","39.279","39.279","39.279","39.279","39.279","39.279","39.279","39.279","39.279","39.279","39.279","39.279","39.279","39.279","39.279","39.279"
"2000:10","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","39.162","39.122","38.602","38.602","38.602","38.595","38.841","38.841","38.841","38.841","38.995","38.995","38.995","38.995","38.995","38.998","38.998","38.998","38.998","39.015","39.015","39.015","39.079","39.079","39.079","39.079","39.079","39.079","39.079","39.079","39.079","39.079","39.079","39.079","39.079","39.079","39.079","39.079","39.079","39.079","39.079","39.079","39.079","39.079","39.079","39.079","39.079","39.079","39.079","39.079","39.079"
"2000:11","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","39.159","38.739","38.739","38.739","38.737","39.099","39.099","39.099","39.099","39.157","39.157","39.157","39.157","39.157","39.259","39.259","39.259","39.259","39.387","39.387","39.387","39.328","39.328","39.328","39.328","39.328","39.328","39.328","39.328","39.328","39.328","39.328","39.328","39.328","39.328","39.328","39.328","39.328","39.328","39.328","39.328","39.328","39.328","39.328","39.328","39.328","39.328","39.328","39.328","39.328"
"2000:12","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","38.479","38.297","38.297","38.297","38.23","38.326","38.326","38.326","38.326","38.327","38.327","38.327","38.327","38.327","38.467","38.467","38.467","38.467","38.582","38.582","38.582","38.464","38.464","38.464","38.464","38.464","38.464","38.464","38.464","38.464","38.464","38.464","38.464","38.464","38.464","38.464","38.464","38.464","38.464","38.464","38.464","38.464","38.464","38.464","38.464","38.464","38.464","38.464","38.464","38.464"
"2001:01","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","38.882","38.754","38.754","38.754","38.698","37.9","37.9","37.9","37.9","37.763","37.763","37.763","37.763","37.763","37.774","37.774","37.774","37.774","37.876","37.876","37.876","37.692","37.692","37.692","37.692","37.692","37.692","37.692","37.692","37.692","37.692","37.692","37.692","37.692","37.692","37.692","37.692","37.692","37.692","37.692","37.692","37.692","37.692","37.692","37.692","37.692","37.692","37.692","37.692","37.692"
"2001:02","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","38.815","38.815","38.815","38.775","38.331","38.331","38.331","38.331","38.234","38.234","38.234","38.234","38.234","38.376","38.376","38.376","38.376","38.321","38.321","38.321","38.377","38.377","38.377","38.377","38.377","38.377","38.377","38.377","38.377","38.377","38.377","38.377","38.377","38.377","38.377","38.377","38.377","38.377","38.377","38.377","38.377","38.377","38.377","38.377","38.377","38.377","38.377","38.377","38.377"
"2001:03","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","38.2","38.2","38.2","38.209","38.402","38.402","38.402","38.402","38.189","38.189","38.189","38.189","38.189","38.22","38.22","38.22","38.22","38.084","38.084","38.084","38.226","38.226","38.226","38.226","38.226","38.226","38.226","38.226","38.226","38.226","38.226","38.226","38.226","38.226","38.226","38.226","38.226","38.226","38.226","38.226","38.226","38.226","38.226","38.226","38.226","38.226","38.226","38.226","38.226"
"2001:04","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","38.74","38.737","38.737","38.735","38.517","38.517","38.517","38.517","38.416","38.416","38.416","38.416","38.416","38.303","38.303","38.303","38.303","38.263","38.263","38.263","38.291","38.291","38.291","38.291","38.291","38.291","38.291","38.291","38.291","38.291","38.291","38.291","38.291","38.291","38.291","38.291","38.291","38.291","38.291","38.291","38.291","38.291","38.291","38.291","38.291","38.291","38.291","38.291","38.291"
"2001:05","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","38.675","38.675","38.667","38.103","38.103","38.103","38.103","38.338","38.338","38.338","38.338","38.338","38.27","38.27","38.27","38.27","38.328","38.328","38.328","38.316","38.316","38.316","38.316","38.316","38.316","38.316","38.316","38.316","38.316","38.316","38.316","38.316","38.316","38.316","38.316","38.316","38.316","38.316","38.316","38.316","38.316","38.316","38.316","38.316","38.316","38.316","38.316","38.316"
"2001:06","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","38.545","38.545","38.528","38.836","38.836","38.836","38.836","39.003","39.003","39.003","39.003","39.003","38.798","38.798","38.798","38.798","38.802","38.802","38.803","38.73","38.73","38.73","38.73","38.73","38.73","38.73","38.73","38.73","38.73","38.73","38.73","38.73","38.73","38.73","38.73","38.73","38.73","38.73","38.73","38.73","38.73","38.73","38.73","38.73","38.73","38.73","38.73","38.73"
"2001:07","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","39.312","39.317","39.359","39.502","39.502","39.502","39.502","39.508","39.508","39.508","39.508","39.508","39.285","39.285","39.285","39.285","39.219","39.219","39.219","39.165","39.165","39.165","39.165","39.165","39.165","39.165","39.165","39.165","39.165","39.165","39.165","39.165","39.165","39.165","39.165","39.165","39.165","39.165","39.165","39.165","39.165","39.165","39.165","39.165","39.165","39.165","39.165","39.165"
"2001:08","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","39.71","39.757","39.895","39.896","39.896","39.896","39.836","39.836","39.836","39.836","39.836","39.626","39.626","39.626","39.626","39.686","39.686","39.686","39.846","39.846","39.846","39.846","39.846","39.846","39.846","39.846","39.846","39.846","39.846","39.846","39.846","39.846","39.846","39.846","39.846","39.846","39.846","39.846","39.846","39.846","39.846","39.846","39.846","39.846","39.846","39.846","39.846"
"2001:09","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","54.449","54.502","54.829","54.832","54.832","54.832","54.801","54.801","54.801","54.801","54.801","54.7","54.7","54.7","54.7","54.62","54.62","54.62","54.757","54.757","54.757","54.757","54.757","54.757","54.757","54.757","54.757","54.757","54.757","54.757","54.757","54.757","54.757","54.757","54.757","54.757","54.757","54.757","54.757","54.757","54.757","54.757","54.757","54.757","54.757","54.757","54.757"
"2001:10","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","44.854","45.336","45.528","45.097","45.097","45.097","45.362","45.362","45.362","45.362","45.362","45.349","45.349","45.349","45.349","45.399","45.399","45.399","45.489","45.489","45.489","45.489","45.489","45.489","45.489","45.489","45.489","45.489","45.489","45.489","45.489","45.489","45.489","45.489","45.489","45.489","45.489","45.489","45.489","45.489","45.489","45.489","45.489","45.489","45.489","45.489","45.489"
"2001:11","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","40.45","40.82","40.783","40.783","40.783","40.881","40.881","40.881","40.881","40.881","40.915","40.915","40.915","40.915","41.085","41.085","41.086","41.057","41.057","41.057","41.057","41.057","41.057","41.057","41.057","41.057","41.057","41.057","41.057","41.057","41.057","41.057","41.057","41.057","41.057","41.057","41.057","41.057","41.057","41.057","41.057","41.057","41.057","41.057","41.057","41.057"
"2001:12","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","40.962","41.032","41.154","41.154","41.154","41.177","41.177","41.177","41.177","41.177","41.344","41.344","41.344","41.344","41.429","41.429","41.429","41.323","41.323","41.323","41.323","41.323","41.323","41.323","41.323","41.323","41.323","41.323","41.323","41.323","41.323","41.323","41.323","41.323","41.323","41.323","41.323","41.323","41.323","41.323","41.323","41.323","41.323","41.323","41.323","41.323"
"2002:01","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42.37","41.46","41.698","41.698","41.685","41.526","41.526","41.526","41.526","41.526","41.59","41.59","41.59","41.59","41.628","41.628","41.628","41.419","41.419","41.419","41.419","41.419","41.419","41.419","41.419","41.419","41.419","41.419","41.419","41.419","41.419","41.419","41.419","41.419","41.419","41.419","41.419","41.419","41.419","41.419","41.419","41.419","41.419","41.419","41.419","41.419"
"2002:02","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","41.332","41.421","41.421","41.42","41.305","41.305","41.305","41.305","41.305","41.541","41.541","41.541","41.541","41.46","41.46","41.46","41.602","41.602","41.602","41.602","41.602","41.602","41.602","41.602","41.602","41.602","41.602","41.602","41.602","41.602","41.602","41.602","41.602","41.602","41.602","41.602","41.602","41.602","41.602","41.602","41.602","41.602","41.602","41.602","41.602"
"2002:03","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","40.906","40.935","40.935","40.971","40.689","40.689","40.689","40.689","40.689","40.804","40.804","40.804","40.804","40.641","40.641","40.641","40.805","40.805","40.805","40.805","40.805","40.805","40.805","40.805","40.805","40.805","40.805","40.805","40.805","40.805","40.805","40.805","40.805","40.805","40.805","40.805","40.805","40.805","40.805","40.805","40.805","40.805","40.805","40.805","40.805"
"2002:04","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","40.659","40.69","40.69","40.735","40.565","40.565","40.565","40.565","40.565","40.524","40.524","40.524","40.524","40.457","40.457","40.457","40.514","40.514","40.514","40.514","40.514","40.514","40.514","40.514","40.514","40.514","40.514","40.514","40.514","40.514","40.514","40.514","40.514","40.514","40.514","40.514","40.514","40.514","40.514","40.514","40.514","40.514","40.514","40.514","40.514"
"2002:05","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","39.003","39.003","39.052","39.294","39.294","39.294","39.294","39.294","39.317","39.317","39.317","39.317","39.36","39.36","39.36","39.417","39.417","39.417","39.417","39.417","39.417","39.417","39.417","39.417","39.417","39.417","39.417","39.417","39.417","39.417","39.417","39.417","39.417","39.417","39.417","39.417","39.417","39.417","39.417","39.417","39.417","39.417","39.417","39.417"
"2002:06","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","39.124","39.124","39.171","39.327","39.327","39.327","39.327","39.327","39.146","39.146","39.146","39.146","39.117","39.117","39.117","39.056","39.056","39.056","39.056","39.056","39.056","39.056","39.056","39.056","39.056","39.056","39.056","39.056","39.056","39.056","39.056","39.056","39.056","39.056","39.056","39.056","39.056","39.056","39.056","39.056","39.056","39.056","39.056","39.056"
"2002:07","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","39.464","39.468","39.488","39.482","39.487","39.487","39.487","39.487","39.243","39.243","39.243","39.243","39.147","39.147","39.147","39.092","39.092","39.092","39.092","39.092","39.092","39.092","39.092","39.092","39.092","39.092","39.092","39.092","39.092","39.092","39.092","39.092","39.092","39.092","39.092","39.092","39.092","39.092","39.092","39.092","39.092","39.092","39.092","39.092"
