"DATE","PROPI65Q4","PROPI66Q1","PROPI66Q2","PROPI66Q3","PROPI66Q4","PROPI67Q1","PROPI67Q2","PROPI67Q3","PROPI67Q4","PROPI68Q1","PROPI68Q2","PROPI68Q3","PROPI68Q4","PROPI69Q1","PROPI69Q2","PROPI69Q3","PROPI69Q4","PROPI70Q1","PROPI70Q2","PROPI70Q3","PROPI70Q4","PROPI71Q1","PROPI71Q2","PROPI71Q3","PROPI71Q4","PROPI72Q1","PROPI72Q2","PROPI72Q3","PROPI72Q4","PROPI73Q1","PROPI73Q2","PROPI73Q3","PROPI73Q4","PROPI74Q1","PROPI74Q2","PROPI74Q3","PROPI74Q4","PROPI75Q1","PROPI75Q2","PROPI75Q3","PROPI75Q4","PROPI76Q1","PROPI76Q2","PROPI76Q3","PROPI76Q4","PROPI77Q1","PROPI77Q2","PROPI77Q3","PROPI77Q4","PROPI78Q1","PROPI78Q2","PROPI78Q3","PROPI78Q4","PROPI79Q1","PROPI79Q2","PROPI79Q3","PROPI79Q4","PROPI80Q1","PROPI80Q2","PROPI80Q3","PROPI80Q4","PROPI81Q1","PROPI81Q2","PROPI81Q3","PROPI81Q4","PROPI82Q1","PROPI82Q2","PROPI82Q3","PROPI82Q4","PROPI83Q1","PROPI83Q2","PROPI83Q3","PROPI83Q4","PROPI84Q1","PROPI84Q2","PROPI84Q3","PROPI84Q4","PROPI85Q1","PROPI85Q2","PROPI85Q3","PROPI85Q4","PROPI86Q1","PROPI86Q2","PROPI86Q3","PROPI86Q4","PROPI87Q1","PROPI87Q2","PROPI87Q3","PROPI87Q4","PROPI88Q1","PROPI88Q2","PROPI88Q3","PROPI88Q4","PROPI89Q1","PROPI89Q2","PROPI89Q3","PROPI89Q4","PROPI90Q1","PROPI90Q2","PROPI90Q3","PROPI90Q4","PROPI91Q1","PROPI91Q2","PROPI91Q3","PROPI91Q4","PROPI92Q1","PROPI92Q2","PROPI92Q3","PROPI92Q4","PROPI93Q1","PROPI93Q2","PROPI93Q3","PROPI93Q4","PROPI94Q1","PROPI94Q2","PROPI94Q3","PROPI94Q4","PROPI95Q1","PROPI95Q2","PROPI95Q3","PROPI95Q4","PROPI96Q1","PROPI96Q2","PROPI96Q3","PROPI96Q4","PROPI97Q1","PROPI97Q2","PROPI97Q3","PROPI97Q4","PROPI98Q1","PROPI98Q2","PROPI98Q3","PROPI98Q4","PROPI99Q1","PROPI99Q2","PROPI99Q3","PROPI99Q4","PROPI00Q1","PROPI00Q2","PROPI00Q3","PROPI00Q4","PROPI01Q1","PROPI01Q2","PROPI01Q3","PROPI01Q4","PROPI02Q1","PROPI02Q2","PROPI02Q3","PROPI02Q4","PROPI03Q1","PROPI03Q2","PROPI03Q3","PROPI03Q4","PROPI04Q1","PROPI04Q2","PROPI04Q3","PROPI04Q4","PROPI05Q1","PROPI05Q2","PROPI05Q3","PROPI05Q4","PROPI06Q1","PROPI06Q2","PROPI06Q3","PROPI06Q4","PROPI07Q1","PROPI07Q2","PROPI07Q3","PROPI07Q4","PROPI08Q1","PROPI08Q2","PROPI08Q3","PROPI08Q4","PROPI09Q1","PROPI09Q2","PROPI09Q3","PROPI09Q4","PROPI10Q1","PROPI10Q2","PROPI10Q3","PROPI10Q4","PROPI11Q1","PROPI11Q2","PROPI11Q3","PROPI11Q4","PROPI12Q1","PROPI12Q2","PROPI12Q3","PROPI12Q4","PROPI13Q1","PROPI13Q2","PROPI13Q3","PROPI13Q4","PROPI14Q1","PROPI14Q2","PROPI14Q3","PROPI14Q4","PROPI15Q1","PROPI15Q2"
"1949:Q3","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","35.3","#N/A","#N/A","#N/A","#N/A","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","35.2","#N/A","#N/A","#N/A","#N/A","#N/A","35.2","35.2","35.1","35.1","35.1","35.1","35.2","35.2","35.2","35.2","#N/A","#N/A","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","#N/A","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2"
"1949:Q4","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","#N/A","#N/A","#N/A","#N/A","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","#N/A","#N/A","#N/A","#N/A","#N/A","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","#N/A","#N/A","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","#N/A","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2","34.2"
"1950:Q1","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","#N/A","#N/A","#N/A","#N/A","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","#N/A","#N/A","#N/A","#N/A","#N/A","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","#N/A","#N/A","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","#N/A","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","35.6","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2"
"1950:Q2","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","#N/A","#N/A","#N/A","#N/A","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","#N/A","#N/A","#N/A","#N/A","#N/A","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","#N/A","#N/A","37.3","37.3","37.3","37.3","37.3","37.3","37.2","37.2","37.2","37.3","37.3","37.3","37.3","37.3","37.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","#N/A","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8"
"1950:Q3","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","38.6","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","40.0","#N/A","#N/A","#N/A","#N/A","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","39.9","#N/A","#N/A","#N/A","#N/A","#N/A","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","#N/A","#N/A","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","#N/A","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5"
"1950:Q4","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","#N/A","#N/A","#N/A","#N/A","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","#N/A","#N/A","#N/A","#N/A","#N/A","40.9","40.9","40.9","40.9","40.9","40.9","40.9","40.9","40.9","40.9","#N/A","#N/A","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","#N/A","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5"
"1951:Q1","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","#N/A","#N/A","#N/A","#N/A","43.3","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","#N/A","#N/A","#N/A","#N/A","#N/A","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","#N/A","#N/A","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","#N/A","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","40.9","40.9","40.9","40.9","40.9","40.9","40.9","40.9"
"1951:Q2","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","#N/A","#N/A","#N/A","#N/A","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","#N/A","#N/A","#N/A","#N/A","#N/A","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","#N/A","#N/A","43.4","43.4","43.4","43.4","43.4","43.4","43.3","43.3","43.3","43.4","43.4","43.4","43.4","43.4","43.4","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","#N/A","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5"
"1951:Q3","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","#N/A","#N/A","#N/A","#N/A","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","#N/A","#N/A","#N/A","#N/A","#N/A","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","#N/A","#N/A","43.9","43.9","43.9","43.9","43.9","43.9","44.0","44.0","44.0","43.9","43.9","43.9","43.9","43.9","43.9","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","#N/A","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2"
"1951:Q4","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","#N/A","#N/A","#N/A","#N/A","45.2","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","#N/A","#N/A","#N/A","#N/A","#N/A","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","#N/A","#N/A","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","#N/A","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7"
"1952:Q1","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","#N/A","#N/A","#N/A","#N/A","43.5","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","#N/A","#N/A","#N/A","#N/A","#N/A","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","#N/A","#N/A","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","#N/A","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7"
"1952:Q2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","#N/A","#N/A","#N/A","#N/A","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","#N/A","#N/A","#N/A","#N/A","#N/A","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","#N/A","#N/A","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","#N/A","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.1","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0"
"1952:Q3","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","44.7","44.7","44.7","44.7","44.7","44.7","44.7","44.7","44.7","44.7","44.7","44.7","44.7","44.7","44.7","44.7","44.7","44.7","44.7","44.7","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","#N/A","#N/A","#N/A","#N/A","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","#N/A","#N/A","#N/A","#N/A","#N/A","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","#N/A","#N/A","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","#N/A","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.7","44.7","44.7","44.7","44.7","44.7","44.7","44.7"
"1952:Q4","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","#N/A","#N/A","#N/A","#N/A","43.8","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","#N/A","#N/A","#N/A","#N/A","#N/A","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","43.8","#N/A","#N/A","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","43.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","#N/A","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8"
