"DATE","NPI65Q4","NPI66Q1","NPI66Q2","NPI66Q3","NPI66Q4","NPI67Q1","NPI67Q2","NPI67Q3","NPI67Q4","NPI68Q1","NPI68Q2","NPI68Q3","NPI68Q4","NPI69Q1","NPI69Q2","NPI69Q3","NPI69Q4","NPI70Q1","NPI70Q2","NPI70Q3","NPI70Q4","NPI71Q1","NPI71Q2","NPI71Q3","NPI71Q4","NPI72Q1","NPI72Q2","NPI72Q3","NPI72Q4","NPI73Q1","NPI73Q2","NPI73Q3","NPI73Q4","NPI74Q1","NPI74Q2","NPI74Q3","NPI74Q4","NPI75Q1","NPI75Q2","NPI75Q3","NPI75Q4","NPI76Q1","NPI76Q2","NPI76Q3","NPI76Q4","NPI77Q1","NPI77Q2","NPI77Q3","NPI77Q4","NPI78Q1","NPI78Q2","NPI78Q3","NPI78Q4","NPI79Q1","NPI79Q2","NPI79Q3","NPI79Q4","NPI80Q1","NPI80Q2","NPI80Q3","NPI80Q4","NPI81Q1","NPI81Q2","NPI81Q3","NPI81Q4","NPI82Q1","NPI82Q2","NPI82Q3","NPI82Q4","NPI83Q1","NPI83Q2","NPI83Q3","NPI83Q4","NPI84Q1","NPI84Q2","NPI84Q3","NPI84Q4","NPI85Q1","NPI85Q2","NPI85Q3","NPI85Q4","NPI86Q1","NPI86Q2","NPI86Q3","NPI86Q4","NPI87Q1","NPI87Q2","NPI87Q3","NPI87Q4","NPI88Q1","NPI88Q2","NPI88Q3","NPI88Q4","NPI89Q1","NPI89Q2","NPI89Q3","NPI89Q4","NPI90Q1","NPI90Q2","NPI90Q3","NPI90Q4","NPI91Q1","NPI91Q2","NPI91Q3","NPI91Q4","NPI92Q1","NPI92Q2","NPI92Q3","NPI92Q4","NPI93Q1","NPI93Q2","NPI93Q3","NPI93Q4","NPI94Q1","NPI94Q2","NPI94Q3","NPI94Q4","NPI95Q1","NPI95Q2","NPI95Q3","NPI95Q4","NPI96Q1","NPI96Q2","NPI96Q3","NPI96Q4","NPI97Q1","NPI97Q2","NPI97Q3","NPI97Q4","NPI98Q1","NPI98Q2","NPI98Q3","NPI98Q4","NPI99Q1","NPI99Q2","NPI99Q3","NPI99Q4","NPI00Q1","NPI00Q2","NPI00Q3","NPI00Q4","NPI01Q1","NPI01Q2","NPI01Q3","NPI01Q4","NPI02Q1","NPI02Q2","NPI02Q3","NPI02Q4","NPI03Q1","NPI03Q2","NPI03Q3","NPI03Q4","NPI04Q1","NPI04Q2","NPI04Q3","NPI04Q4","NPI05Q1","NPI05Q2","NPI05Q3","NPI05Q4","NPI06Q1","NPI06Q2","NPI06Q3","NPI06Q4","NPI07Q1","NPI07Q2","NPI07Q3","NPI07Q4","NPI08Q1","NPI08Q2","NPI08Q3","NPI08Q4","NPI09Q1","NPI09Q2","NPI09Q3","NPI09Q4","NPI10Q1","NPI10Q2","NPI10Q3","NPI10Q4","NPI11Q1","NPI11Q2","NPI11Q3","NPI11Q4","NPI12Q1","NPI12Q2","NPI12Q3","NPI12Q4","NPI13Q1","NPI13Q2","NPI13Q3","NPI13Q4","NPI14Q1","NPI14Q2","NPI14Q3","NPI14Q4","NPI15Q1","NPI15Q2"
"1949:Q3","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.3","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","#N/A","#N/A","#N/A","#N/A","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","205.2","#N/A","#N/A","#N/A","#N/A","#N/A","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","#N/A","#N/A","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","207.2","206.3","206.3","206.3","206.3","206.3","206.3","206.3","206.3","206.3","206.3","206.3","206.3","206.3","206.3","206.3","206.3","206.3","206.3","206.3","206.3","206.3","206.3","#N/A","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","210.6","210.6","210.6","210.6","210.6","210.6","210.6","210.6"
"1949:Q4","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","207.1","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","#N/A","#N/A","#N/A","#N/A","206.3","206.3","206.3","206.3","206.3","206.3","206.3","206.3","206.3","206.3","206.3","206.3","#N/A","#N/A","#N/A","#N/A","#N/A","208.0","208.0","208.0","208.0","208.0","208.0","208.0","208.0","208.0","208.0","#N/A","#N/A","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","207.0","#N/A","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","206.8","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0"
"1950:Q1","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","219.1","219.1","219.1","219.1","219.1","219.1","219.1","219.1","219.1","219.1","219.1","219.1","219.1","219.1","219.1","219.1","219.1","219.1","219.1","219.1","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","#N/A","#N/A","#N/A","#N/A","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","#N/A","#N/A","#N/A","#N/A","#N/A","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","#N/A","#N/A","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","221.6","#N/A","221.5","221.5","221.5","221.5","221.5","221.5","221.5","221.5","221.5","221.5","221.5","221.5","221.5","221.5","221.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5"
"1950:Q2","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","219.4","219.4","219.4","219.4","219.4","219.4","219.4","219.4","219.4","219.4","219.4","219.4","219.4","219.4","219.4","219.4","219.4","219.4","219.4","219.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","#N/A","#N/A","#N/A","#N/A","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","221.2","#N/A","#N/A","#N/A","#N/A","#N/A","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","#N/A","#N/A","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","#N/A","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","227.8","227.8","227.8","227.8","227.8","227.8","227.8","227.8"
"1950:Q3","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","229.7","228.2","228.2","228.2","228.2","228.2","228.2","228.2","228.2","228.2","228.2","228.2","228.2","228.2","228.2","228.2","228.2","228.2","228.2","228.2","228.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","230.1","#N/A","#N/A","#N/A","#N/A","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","229.9","#N/A","#N/A","#N/A","#N/A","#N/A","231.9","231.9","231.9","231.9","231.9","231.9","231.9","231.9","231.9","231.9","#N/A","#N/A","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","#N/A","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2"
"1950:Q4","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0","237.4","237.4","237.4","237.4","237.4","237.4","237.4","237.4","237.4","237.4","237.4","237.4","237.4","237.4","237.4","237.4","237.4","237.4","237.4","237.4","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","#N/A","#N/A","#N/A","#N/A","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","239.6","#N/A","#N/A","#N/A","#N/A","#N/A","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","#N/A","#N/A","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","#N/A","240.5","240.5","240.5","240.5","240.5","240.5","240.5","240.5","240.5","240.5","240.5","240.5","240.5","240.5","240.5","245.1","245.1","245.1","245.1","245.1","245.1","245.1","245.1"
"1951:Q1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","#N/A","#N/A","#N/A","#N/A","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","#N/A","#N/A","#N/A","#N/A","#N/A","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","#N/A","#N/A","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","250.4","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","#N/A","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4"
"1951:Q2","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","254.3","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","253.6","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","#N/A","#N/A","#N/A","#N/A","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","#N/A","#N/A","#N/A","#N/A","#N/A","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","#N/A","#N/A","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","#N/A","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","263.3","263.3","263.3","263.3","263.3","263.3","263.3","263.3"
"1951:Q3","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","255.6","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","256.9","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","#N/A","#N/A","#N/A","#N/A","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","#N/A","#N/A","#N/A","#N/A","#N/A","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","#N/A","#N/A","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.1","260.1","260.1","260.1","260.1","260.1","260.1","260.1","260.1","260.1","260.1","260.1","260.1","260.1","260.1","260.1","260.1","260.1","260.1","260.1","260.1","260.1","#N/A","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","260.0","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8"
"1951:Q4","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","260.8","262.1","262.1","262.1","262.1","262.1","262.1","262.1","262.1","262.1","262.1","262.1","262.1","262.1","262.1","262.1","262.1","262.1","262.1","262.1","262.1","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","#N/A","#N/A","#N/A","#N/A","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","#N/A","#N/A","#N/A","#N/A","#N/A","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","#N/A","#N/A","266.3","266.3","266.3","266.3","266.3","266.3","266.3","266.3","266.3","266.3","266.3","266.3","266.3","266.3","266.3","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","#N/A","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3"
"1952:Q1","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","#N/A","#N/A","#N/A","#N/A","266.1","266.1","266.1","266.1","266.1","266.1","266.1","266.1","266.1","266.1","266.1","266.1","#N/A","#N/A","#N/A","#N/A","#N/A","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","#N/A","#N/A","268.5","268.5","268.5","268.5","268.5","268.5","268.5","268.5","268.5","268.5","268.5","268.5","268.5","268.5","268.5","267.5","267.5","267.5","267.5","267.5","267.5","267.5","267.5","267.5","267.5","267.5","267.5","267.5","267.5","267.5","267.5","267.5","267.5","267.5","267.5","267.5","267.5","#N/A","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","274.5","274.5","274.5","274.5","274.5","274.5","274.5","274.5"
"1952:Q2","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","268.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","267.7","267.7","267.7","267.7","267.7","267.7","267.7","267.7","267.7","267.7","267.7","267.7","267.7","267.7","267.7","267.7","267.7","267.7","267.7","267.7","269.8","269.8","269.8","269.8","269.8","269.8","269.8","269.8","269.8","269.8","269.8","269.8","269.8","269.8","269.8","269.8","269.8","269.8","269.8","269.8","269.8","269.8","269.8","269.8","#N/A","#N/A","#N/A","#N/A","269.6","269.6","269.6","269.6","269.6","269.6","269.6","269.6","269.6","269.6","269.6","269.6","#N/A","#N/A","#N/A","#N/A","#N/A","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","271.9","#N/A","#N/A","272.1","272.1","272.1","272.1","272.1","272.1","272.1","272.1","272.1","272.1","272.1","272.1","272.1","272.1","272.1","271.4","271.4","271.4","271.4","271.4","271.4","271.4","271.4","271.4","271.4","271.4","271.4","271.4","271.4","271.4","271.4","271.4","271.4","271.4","271.4","271.4","271.4","#N/A","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","271.3","278.4","278.4","278.4","278.4","278.4","278.4","278.4","278.4"
"1952:Q3","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","275.4","273.2","273.2","273.2","273.2","273.2","273.2","273.2","273.2","273.2","273.2","273.2","273.2","273.2","273.2","273.2","273.2","273.2","273.2","273.2","273.2","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","#N/A","#N/A","#N/A","#N/A","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","276.5","#N/A","#N/A","#N/A","#N/A","#N/A","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","278.8","#N/A","#N/A","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.2","278.2","278.2","278.2","278.2","278.2","278.2","278.2","278.2","278.2","278.2","278.2","278.2","278.2","278.2","278.2","278.2","278.2","278.2","278.2","278.2","278.2","#N/A","278.1","278.1","278.1","278.1","278.1","278.1","278.1","278.1","278.1","278.1","278.1","278.1","278.1","278.1","278.1","285.5","285.5","285.5","285.5","285.5","285.5","285.5","285.5"
"1952:Q4","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","281.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","#N/A","#N/A","#N/A","#N/A","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","#N/A","#N/A","#N/A","#N/A","#N/A","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","#N/A","#N/A","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.3","284.3","284.3","284.3","284.3","284.3","284.3","284.3","284.3","284.3","284.3","284.3","284.3","284.3","284.3","284.3","284.3","284.3","284.3","284.3","284.3","284.3","#N/A","284.1","284.1","284.1","284.1","284.1","284.1","284.1","284.1","284.1","284.1","284.1","284.1","284.1","284.1","284.1","292.2","292.2","292.2","292.2","292.2","292.2","292.2","292.2"
"1953:Q1","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","283.0","283.0","283.0","283.0","283.0","283.0","283.0","283.0","283.0","283.0","283.0","283.0","283.0","283.0","283.0","283.0","283.0","283.0","283.0","283.0","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","284.5","286.9","286.9","286.9","286.9","286.9","286.9","286.9","286.9","286.9","286.9","286.9","286.9","286.9","286.9","286.9","286.9","286.9","286.9","286.9","286.9","286.9","286.9","286.9","286.9","#N/A","#N/A","#N/A","#N/A","287.1","287.1","287.1","287.1","287.1","287.1","287.1","287.1","287.1","287.1","287.1","287.1","#N/A","#N/A","#N/A","#N/A","#N/A","289.6","289.6","289.6","289.6","289.6","289.6","289.6","289.6","289.6","289.6","#N/A","#N/A","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.5","289.0","289.0","289.0","289.0","289.0","289.0","289.0","289.0","289.0","289.0","289.0","289.0","289.0","289.0","289.0","289.0","289.0","289.0","289.0","289.0","289.0","289.0","#N/A","288.8","288.8","288.8","288.8","288.8","288.8","288.8","288.8","288.8","288.8","288.8","288.8","288.8","288.8","288.8","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7"
