"","BASEBASA65M11","BASEBASA66M2","BASEBASA66M5","BASEBASA66M8","BASEBASA66M11","BASEBASA67M2","BASEBASA67M5","BASEBASA67M8","BASEBASA67M11","BASEBASA68M2","BASEBASA68M5","BASEBASA68M8","BASEBASA68M11","BASEBASA69M2","BASEBASA69M5","BASEBASA69M8","BASEBASA69M11","BASEBASA70M2","BASEBASA70M5","BASEBASA70M8","BASEBASA70M11","BASEBASA71M2","BASEBASA71M5","BASEBASA71M8","BASEBASA71M11","BASEBASA72M2","BASEBASA72M5","BASEBASA72M8","BASEBASA72M11","BASEBASA73M2","BASEBASA73M5","BASEBASA73M8","BASEBASA73M11","BASEBASA74M2","BASEBASA74M5","BASEBASA74M8","BASEBASA74M11","BASEBASA75M2","BASEBASA75M5","BASEBASA75M8","BASEBASA75M11","BASEBASA76M2","BASEBASA76M5","BASEBASA76M8","BASEBASA76M11","BASEBASA77M2","BASEBASA77M5","BASEBASA77M8","BASEBASA77M11","BASEBASA78M2","BASEBASA78M5","BASEBASA78M8","BASEBASA78M11","BASEBASA79M2","BASEBASA79M5","BASEBASA79M8","BASEBASA79M11","BASEBASA80M2","BASEBASA80M5","BASEBASA80M8","BASEBASA80M11","BASEBASA81M2","BASEBASA81M5","BASEBASA81M8","BASEBASA81M11","BASEBASA82M2","BASEBASA82M5","BASEBASA82M8","BASEBASA82M11","BASEBASA83M2","BASEBASA83M5","BASEBASA83M8","BASEBASA83M11","BASEBASA84M2","BASEBASA84M5","BASEBASA84M8","BASEBASA84M11","BASEBASA85M2","BASEBASA85M5","BASEBASA85M8","BASEBASA85M11","BASEBASA86M2","BASEBASA86M5","BASEBASA86M8","BASEBASA86M11","BASEBASA87M2","BASEBASA87M5","BASEBASA87M8","BASEBASA87M11","BASEBASA88M2","BASEBASA88M5","BASEBASA88M8","BASEBASA88M11","BASEBASA89M2","BASEBASA89M5","BASEBASA89M8","BASEBASA89M11","BASEBASA90M2","BASEBASA90M5","BASEBASA90M8","BASEBASA90M11","BASEBASA91M2","BASEBASA91M5","BASEBASA91M8","BASEBASA91M11","BASEBASA92M2","BASEBASA92M5","BASEBASA92M8","BASEBASA92M11","BASEBASA93M2","BASEBASA93M5","BASEBASA93M8","BASEBASA93M11","BASEBASA94M2","BASEBASA94M5","BASEBASA94M8","BASEBASA94M11","BASEBASA95M2","BASEBASA95M5","BASEBASA95M8","BASEBASA95M11","BASEBASA96M2","BASEBASA96M5","BASEBASA96M8","BASEBASA96M11","BASEBASA97M2","BASEBASA97M5","BASEBASA97M8","BASEBASA97M11","BASEBASA98M2","BASEBASA98M5","BASEBASA98M8","BASEBASA98M11","BASEBASA99M2","BASEBASA99M5","BASEBASA99M8","BASEBASA99M11","BASEBASA00M2","BASEBASA00M5","BASEBASA00M8","BASEBASA00M11","BASEBASA01M2","BASEBASA01M5","BASEBASA01M8","BASEBASA01M11","BASEBASA02M2","BASEBASA02M5","BASEBASA02M8","BASEBASA02M11","BASEBASA03M2","BASEBASA03M5","BASEBASA03M8","BASEBASA03M11","BASEBASA04M2","BASEBASA04M5","BASEBASA04M8","BASEBASA04M11","BASEBASA05M2","BASEBASA05M5","BASEBASA05M8","BASEBASA05M11","BASEBASA06M2","BASEBASA06M5","BASEBASA06M8","BASEBASA06M11","BASEBASA07M2","BASEBASA07M5","BASEBASA07M8","BASEBASA07M11","BASEBASA08M2","BASEBASA08M5","BASEBASA08M8","BASEBASA08M11","BASEBASA09M2","BASEBASA09M5","BASEBASA09M8","BASEBASA09M11","BASEBASA10M2","BASEBASA10M5","BASEBASA10M8","BASEBASA10M11","BASEBASA11M2","BASEBASA11M5","BASEBASA11M8","BASEBASA11M11","BASEBASA12M2","BASEBASA12M5","BASEBASA12M8","BASEBASA12M11","BASEBASA13M2","BASEBASA13M5"
"1994:04","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","399.006","399.089","399.198","399.09","399.229","399.229","399.229","399.229","398.723","398.723","398.723","398.723","398.537","398.537","398.537","398.88599999999997","398.89799999999997","398.89799999999997","398.89799999999997","398.91499999999996","398.88699999999994","398.88699999999994","398.88699999999994","398.877","398.877","398.863","398.863","398.864","398.866","398.866","398.866","398.892","398.891","398.891","398.891","398.863","398.863","398.863","398.863","398.861","398.861","398.861","398.861","398.902","398.902","398.868","398.868","398.878","398.878","398.878","398.878","398.89","398.89","398.894","398.894","398.91","398.91","398.91","398.91","398.923","398.923","398.923","398.923","398.949","398.949","398.949","398.949","398.959","398.959","398.959","398.959","398.983","398.983","398.983","398.983","398.978","398.978"
"1994:05","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","401.828","401.725","401.539","401.68","401.68","401.68","401.68","401.255","401.255","401.255","401.255","401.59","401.59","401.59","401.44899999999996","401.46099999999996","401.46099999999996","401.46099999999996","401.60499999999996","401.51899999999995","401.51899999999995","401.51899999999995","401.486","401.486","401.467","401.467","401.48","401.462","401.462","401.462","401.447","401.444","401.444","401.444","401.453","401.453","401.453","401.453","401.453","401.453","401.453","401.453","401.481","401.481","401.446","401.446","401.448","401.448","401.448","401.448","401.441","401.441","401.445","401.445","401.443","401.443","401.443","401.443","401.451","401.451","401.451","401.451","401.453","401.453","401.453","401.453","401.442","401.442","401.442","401.442","401.442","401.442","401.442","401.442","401.442","401.442"
"1994:06","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","404.373","404.319","403.983","404.213","404.213","404.213","404.213","403.968","403.968","403.968","403.968","404.359","404.359","404.359","404.292","404.424","404.424","404.424","404.582","404.57199999999995","404.57199999999995","404.57199999999995","404.527","404.527","404.509","404.509","404.53","404.474","404.474","404.474","404.499","404.496","404.496","404.496","404.506","404.506","404.506","404.506","404.506","404.506","404.506","404.506","404.468","404.468","404.44","404.44","404.428","404.428","404.428","404.428","404.424","404.424","404.43","404.43","404.423","404.423","404.423","404.423","404.414","404.414","404.414","404.414","404.4","404.4","404.4","404.4","404.394","404.394","404.394","404.394","404.338","404.338","404.338","404.338","404.339","404.339"
"1994:07","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","407.019","407.043","406.948","407.175","407.175","407.175","407.175","407.22","407.22","407.22","407.22","407.321","407.32099999999997","407.32099999999997","407.35999999999996","407.363","407.363","407.36199999999997","407.484","407.712","407.712","407.712","407.714","407.714","407.74","407.74","407.792","407.755","407.755","407.755","407.741","407.751","407.751","407.751","407.74","407.74","407.74","407.74","407.741","407.741","407.741","407.741","407.789","407.789","407.76","407.76","407.773","407.773","407.773","407.773","407.778","407.778","407.795","407.795","407.846","407.846","407.846","407.846","407.849","407.849","407.849","407.849","407.894","407.894","407.894","407.894","407.913","407.913","407.913","407.913","407.873","407.873","407.873","407.873","407.876","407.876"
"1994:08","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","409.175","408.945","409.243","409.243","409.243","409.243","409.322","409.322","409.322","409.322","409.389","409.38899999999995","409.38899999999995","409.41099999999994","409.476","409.477","409.477","409.54999999999995","409.674","409.674","409.674","409.653","409.653","409.664","409.664","409.703","409.689","409.689","409.689","409.675","409.703","409.703","409.703","409.686","409.686","409.686","409.686","409.693","409.693","409.693","409.693","409.657","409.657","409.62","409.62","409.632","409.632","409.632","409.632","409.619","409.619","409.616","409.616","409.57","409.57","409.57","409.57","409.581","409.581","409.581","409.581","409.595","409.595","409.595","409.595","409.597","409.597","409.597","409.597","409.529","409.529","409.529","409.529","409.52","409.52"
"1994:09","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","411.032","411.088","411.337","411.337","411.337","411.337","411.543","411.543","411.543","411.543","411.375","411.375","411.375","411.606","411.613","411.613","411.613","411.751","411.758","411.758","411.758","411.749","411.749","411.755","411.755","411.774","411.79","411.79","411.79","411.78","411.817","411.817","411.817","411.813","411.813","411.813","411.813","411.821","411.821","411.821","411.821","411.826","411.826","411.793","411.793","411.788","411.788","411.788","411.788","411.789","411.789","411.806","411.806","411.756","411.756","411.756","411.756","411.778","411.778","411.778","411.778","411.771","411.771","411.771","411.771","411.764","411.764","411.764","411.764","411.684","411.684","411.684","411.684","411.695","411.695"
"1994:10","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","413.326","413.615","413.854","413.854","413.854","413.854","414.08","414.08","414.08","414.08","413.564","413.56399999999996","413.56399999999996","414.039","413.97099999999995","413.97099999999995","413.97099999999995","414.18399999999997","413.95799999999997","413.95799999999997","413.95799999999997","413.968","413.968","413.975","413.975","413.966","413.997","413.997","413.997","413.982","414.004","414.004","414.004","413.998","413.998","413.998","413.998","413.992","413.992","413.992","413.992","413.992","413.992","413.999","413.999","413.997","413.997","413.997","413.997","414.011","414.011","414.013","414.013","414.017","414.017","414.017","414.017","414.007","414.007","414.007","414.007","413.992","413.992","413.992","413.992","413.996","413.996","413.996","413.996","413.937","413.937","413.937","413.937","413.936","413.936"
"1994:11","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","416.506","416.788","416.788","416.788","416.788","417.205","417.205","417.205","417.205","417.197","417.19699999999995","417.19699999999995","416.909","416.883","416.883","416.883","416.83099999999996","416.71999999999997","416.71999999999997","416.71999999999997","416.74","416.74","416.752","416.752","416.736","416.703","416.703","416.703","416.711","416.704","416.704","416.704","416.699","416.699","416.699","416.699","416.698","416.698","416.698","416.698","416.678","416.678","416.741","416.741","416.758","416.758","416.758","416.758","416.745","416.745","416.758","416.758","416.755","416.755","416.755","416.755","416.771","416.771","416.771","416.771","416.777","416.777","416.777","416.777","416.779","416.779","416.779","416.779","416.793","416.793","416.793","416.793","416.785","416.785"
"1994:12","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","417.999","418.223","418.223","418.223","418.223","418.723","418.723","418.723","418.723","418.484","418.484","418.484","418.18199999999996","418.121","418.12199999999996","418.121","417.976","418.07199999999995","418.07199999999995","418.07199999999995","418.2","418.2","418.218","418.218","418.185","418.166","418.166","418.166","418.237","418.205","418.205","418.205","418.194","418.194","418.194","418.194","418.196","418.196","418.196","418.196","418.233","418.233","418.336","418.336","418.325","418.325","418.325","418.325","418.331","418.331","418.337","418.337","418.339","418.339","418.339","418.339","418.345","418.345","418.345","418.345","418.313","418.313","418.313","418.313","418.306","418.306","418.306","418.306","418.468","418.468","418.468","418.468","418.474","418.474"
"1995:01","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","421.034","421.054","421.054","421.054","421.054","421.032","421.032","421.032","421.032","420.668","420.66799999999995","420.66799999999995","420.811","420.75199999999995","420.75199999999995","420.751","420.77099999999996","420.94399999999996","420.94399999999996","420.94399999999996","420.966","420.966","420.96","420.96","420.889","420.911","420.911","420.911","420.934","420.902","420.902","420.902","420.913","420.913","420.913","420.913","420.913","420.913","420.913","420.913","420.933","420.933","421.02","421.02","421.019","421.019","421.019","421.019","421.017","421.017","421.082","421.082","421.054","421.054","421.054","421.054","421.064","421.064","421.064","421.064","421.06","421.06","421.06","421.06","421.049","421.049","421.049","421.049","421.133","421.133","421.133","421.133","421.138","421.138"
"1995:02","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","422.312","422.312","422.312","422.497","422.421","422.421","422.421","422.421","422.393","422.393","422.393","422.07099999999997","422.015","422.015","422.015","421.849","421.65999999999997","421.65999999999997","421.65999999999997","421.667","421.667","421.654","421.654","421.699","421.729","421.729","421.729","421.643","421.626","421.626","421.626","421.684","421.684","421.684","421.684","421.679","421.679","421.679","421.679","421.618","421.618","421.642","421.642","421.63","421.63","421.63","421.63","421.63","421.63","421.643","421.643","421.662","421.662","421.662","421.662","421.597","421.597","421.597","421.597","421.595","421.595","421.595","421.595","421.595","421.595","421.595","421.595","421.671","421.671","421.671","421.671","421.67","421.67"
"1995:03","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","425.337","425.35","425.35","425.207","425.165","425.165","425.165","425.165","424.883","424.883","424.883","424.75699999999995","424.69899999999996","424.69899999999996","424.69899999999996","424.864","424.768","424.768","424.768","424.747","424.747","424.733","424.733","424.708","424.744","424.744","424.744","424.758","424.754","424.754","424.754","424.748","424.748","424.748","424.748","424.748","424.748","424.748","424.748","424.719","424.719","424.681","424.681","424.679","424.679","424.679","424.679","424.673","424.673","424.653","424.653","424.694","424.694","424.694","424.694","424.712","424.712","424.712","424.712","424.722","424.722","424.722","424.722","424.731","424.731","424.731","424.731","424.816","424.816","424.816","424.816","424.823","424.823"
"1995:04","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","427.902","428.126","428.127","427.544","427.551","427.551","427.551","427.551","427.427","427.42699999999996","427.42699999999996","427.602","427.592","427.592","427.592","428.015","428.042","428.042","428.042","428.013","428.013","427.999","427.999","427.979","427.976","427.976","427.976","427.947","427.944","427.944","427.944","427.943","427.943","427.943","427.943","427.924","427.924","427.924","427.924","427.955","427.955","427.887","427.887","427.888","427.888","427.888","427.888","427.911","427.911","427.875","427.875","427.909","427.909","427.909","427.909","427.889","427.889","427.889","427.889","427.902","427.902","427.902","427.902","427.914","427.914","427.914","427.914","427.834","427.834","427.834","427.834","427.833","427.833"
"1995:05","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","430.686","430.687","430.09","430.112","430.112","430.112","430.112","430.696","430.69599999999997","430.69599999999997","430.381","430.496","430.496","430.496","430.84","430.731","430.731","430.731","430.646","430.646","430.63","430.63","430.661","430.63","430.63","430.63","430.636","430.63","430.63","430.63","430.619","430.618","430.618","430.618","430.62","430.62","430.62","430.62","430.633","430.633","430.557","430.557","430.563","430.563","430.563","430.563","430.543","430.543","430.525","430.525","430.527","430.527","430.527","430.527","430.536","430.536","430.536","430.536","430.544","430.544","430.544","430.544","430.537","430.537","430.537","430.537","430.477","430.477","430.477","430.477","430.461","430.461"
"1995:06","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","429.722","429.755","429.264","429.308","429.308","429.308","429.308","429.755","429.755","429.755","429.715","429.847","429.847","429.847","430.28799999999995","430.33299999999997","430.33299999999997","430.33299999999997","430.255","430.255","430.248","430.248","430.302","430.231","430.231","430.231","430.273","430.268","430.268","430.268","430.26","430.26","430.26","430.26","430.272","430.272","430.272","430.272","430.266","430.266","430.204","430.204","430.193","430.193","430.193","430.193","430.191","430.191","430.177","430.177","430.119","430.119","430.119","430.119","430.147","430.147","430.147","430.147","430.142","430.142","430.142","430.142","430.133","430.133","430.133","430.133","429.986","429.986","429.986","429.986","429.995","429.995"
"1995:07","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","429.591","429.659","429.785","429.822","429.822","429.822","429.822","429.827","429.827","429.827","430.02","430.04999999999995","430.051","430.051","430.62699999999995","430.79799999999994","430.79799999999994","430.79799999999994","430.757","430.757","430.777","430.777","430.808","430.764","430.764","430.764","430.739","430.749","430.749","430.749","430.743","430.743","430.743","430.743","430.742","430.742","430.742","430.742","430.754","430.754","430.703","430.703","430.693","430.693","430.693","430.693","430.709","430.709","430.723","430.723","430.783","430.783","430.783","430.783","430.753","430.753","430.753","430.753","430.775","430.775","430.775","430.775","430.782","430.782","430.782","430.782","430.752","430.752","430.752","430.752","430.757","430.757"
"1995:08","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","430.857","430.782","430.807","430.807","430.807","430.807","430.747","430.74699999999996","430.74699999999996","430.96099999999996","430.98999999999995","430.98999999999995","430.98999999999995","431.339","431.43899999999996","431.43899999999996","431.43899999999996","431.412","431.412","431.408","431.408","431.42","431.397","431.397","431.397","431.367","431.401","431.401","431.401","431.396","431.396","431.396","431.396","431.417","431.417","431.417","431.417","431.375","431.375","431.32","431.32","431.322","431.322","431.322","431.322","431.314","431.314","431.306","431.306","431.261","431.261","431.261","431.261","431.261","431.261","431.261","431.261","431.242","431.242","431.242","431.242","431.231","431.231","431.231","431.231","431.216","431.216","431.216","431.216","431.218","431.218"
"1995:09","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","431.236","431.652","431.685","431.685","431.685","431.685","431.366","431.366","431.366","431.678","431.63399999999996","431.63399999999996","431.63599999999997","431.825","431.79699999999997","431.79699999999997","431.79699999999997","431.833","431.833","431.831","431.831","431.815","431.825","431.825","431.825","431.854","431.906","431.906","431.906","431.864","431.864","431.864","431.864","431.873","431.873","431.873","431.873","431.932","431.932","431.878","431.878","431.899","431.899","431.899","431.899","431.909","431.909","431.932","431.932","431.904","431.904","431.904","431.904","431.936","431.936","431.936","431.936","431.921","431.921","431.921","431.921","431.93","431.93","431.93","431.93","431.962","431.962","431.962","431.962","431.955","431.955"
"1995:10","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","431.997","432.702","432.737","432.737","432.737","432.737","432.277","432.277","432.277","432.565","432.53999999999996","432.53999999999996","432.53999999999996","432.775","432.563","432.563","432.563","432.6","432.6","432.603","432.603","432.562","432.572","432.572","432.572","432.577","432.624","432.624","432.624","432.625","432.625","432.625","432.625","432.62","432.62","432.62","432.62","432.649","432.649","432.633","432.633","432.649","432.649","432.649","432.649","432.646","432.646","432.636","432.636","432.63","432.63","432.63","432.63","432.641","432.641","432.641","432.641","432.642","432.642","432.642","432.642","432.635","432.635","432.635","432.635","432.636","432.636","432.636","432.636","432.637","432.637"
"1995:11","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","433.152","433.206","433.206","433.206","433.206","433.049","433.049","433.049","432.79299999999995","432.78","432.78","432.78","433.03","432.96","432.96","432.96","433.012","433.012","433.022","433.022","433.014","432.981","432.981","432.981","432.965","432.987","432.987","432.987","433.003","433.003","433.003","433.003","432.993","432.993","432.993","432.993","432.909","432.909","432.955","432.955","432.949","432.949","432.949","432.949","432.944","432.944","432.936","432.936","432.961","432.961","432.961","432.961","432.953","432.953","432.953","432.953","432.937","432.937","432.937","432.937","432.937","432.937","432.937","432.937","432.969","432.969","432.969","432.969","432.977","432.977"
"1995:12","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","435.024","435.008","435.006","435.006","434.606","434.523","434.52299999999997","434.52299999999997","434.22999999999996","434.16799999999995","434.16799999999995","434.16799999999995","434.032","434.09799999999996","434.09799999999996","434.09799999999996","434.309","434.309","434.327","434.327","434.3","434.307","434.307","434.307","434.4","434.396","434.396","434.396","434.4","434.4","434.4","434.4","434.388","434.388","434.388","434.388","434.471","434.471","434.571","434.571","434.585","434.585","434.585","434.585","434.585","434.585","434.583","434.583","434.58","434.58","434.58","434.58","434.586","434.586","434.586","434.586","434.61","434.61","434.61","434.61","434.63","434.63","434.63","434.63","434.648","434.648","434.648","434.648","434.645","434.645"
