"","NBRBASA65M11","NBRBASA66M2","NBRBASA66M5","NBRBASA66M8","NBRBASA66M11","NBRBASA67M2","NBRBASA67M5","NBRBASA67M8","NBRBASA67M11","NBRBASA68M2","NBRBASA68M5","NBRBASA68M8","NBRBASA68M11","NBRBASA69M2","NBRBASA69M5","NBRBASA69M8","NBRBASA69M11","NBRBASA70M2","NBRBASA70M5","NBRBASA70M8","NBRBASA70M11","NBRBASA71M2","NBRBASA71M5","NBRBASA71M8","NBRBASA71M11","NBRBASA72M2","NBRBASA72M5","NBRBASA72M8","NBRBASA72M11","NBRBASA73M2","NBRBASA73M5","NBRBASA73M8","NBRBASA73M11","NBRBASA74M2","NBRBASA74M5","NBRBASA74M8","NBRBASA74M11","NBRBASA75M2","NBRBASA75M5","NBRBASA75M8","NBRBASA75M11","NBRBASA76M2","NBRBASA76M5","NBRBASA76M8","NBRBASA76M11","NBRBASA77M2","NBRBASA77M5","NBRBASA77M8","NBRBASA77M11","NBRBASA78M2","NBRBASA78M5","NBRBASA78M8","NBRBASA78M11","NBRBASA79M2","NBRBASA79M5","NBRBASA79M8","NBRBASA79M11","NBRBASA80M2","NBRBASA80M5","NBRBASA80M8","NBRBASA80M11","NBRBASA81M2","NBRBASA81M5","NBRBASA81M8","NBRBASA81M11","NBRBASA82M2","NBRBASA82M5","NBRBASA82M8","NBRBASA82M11","NBRBASA83M2","NBRBASA83M5","NBRBASA83M8","NBRBASA83M11","NBRBASA84M2","NBRBASA84M5","NBRBASA84M8","NBRBASA84M11","NBRBASA85M2","NBRBASA85M5","NBRBASA85M8","NBRBASA85M11","NBRBASA86M2","NBRBASA86M5","NBRBASA86M8","NBRBASA86M11","NBRBASA87M2","NBRBASA87M5","NBRBASA87M8","NBRBASA87M11","NBRBASA88M2","NBRBASA88M5","NBRBASA88M8","NBRBASA88M11","NBRBASA89M2","NBRBASA89M5","NBRBASA89M8","NBRBASA89M11","NBRBASA90M2","NBRBASA90M5","NBRBASA90M8","NBRBASA90M11","NBRBASA91M2","NBRBASA91M5","NBRBASA91M8","NBRBASA91M11","NBRBASA92M2","NBRBASA92M5","NBRBASA92M8","NBRBASA92M11","NBRBASA93M2","NBRBASA93M5","NBRBASA93M8","NBRBASA93M11","NBRBASA94M2","NBRBASA94M5","NBRBASA94M8","NBRBASA94M11","NBRBASA95M2","NBRBASA95M5","NBRBASA95M8","NBRBASA95M11","NBRBASA96M2","NBRBASA96M5","NBRBASA96M8","NBRBASA96M11","NBRBASA97M2","NBRBASA97M5","NBRBASA97M8","NBRBASA97M11","NBRBASA98M2","NBRBASA98M5","NBRBASA98M8","NBRBASA98M11","NBRBASA99M2","NBRBASA99M5","NBRBASA99M8","NBRBASA99M11","NBRBASA00M2","NBRBASA00M5","NBRBASA00M8","NBRBASA00M11","NBRBASA01M2","NBRBASA01M5","NBRBASA01M8","NBRBASA01M11","NBRBASA02M2","NBRBASA02M5","NBRBASA02M8","NBRBASA02M11","NBRBASA03M2","NBRBASA03M5","NBRBASA03M8","NBRBASA03M11","NBRBASA04M2","NBRBASA04M5","NBRBASA04M8","NBRBASA04M11","NBRBASA05M2","NBRBASA05M5","NBRBASA05M8","NBRBASA05M11","NBRBASA06M2","NBRBASA06M5","NBRBASA06M8","NBRBASA06M11","NBRBASA07M2","NBRBASA07M5","NBRBASA07M8","NBRBASA07M11","NBRBASA08M2","NBRBASA08M5","NBRBASA08M8","NBRBASA08M11","NBRBASA09M2","NBRBASA09M5","NBRBASA09M8","NBRBASA09M11","NBRBASA10M2","NBRBASA10M5","NBRBASA10M8","NBRBASA10M11","NBRBASA11M2","NBRBASA11M5","NBRBASA11M8","NBRBASA11M11","NBRBASA12M2","NBRBASA12M5","NBRBASA12M8","NBRBASA12M11","NBRBASA13M2","NBRBASA13M5"
"1993:07","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","57.324","57.323","57.323","57.302","57.302","57.302","57.302","57.326","57.326","57.326","57.326","57.345","57.345","57.345","57.345","57.373","57.373","57.373","57.373","57.416999999999994","57.416999999999994","57.416999999999994","57.416999999999994","57.489999999999995","57.489999999999995","57.489999999999995","57.49","57.49","57.496","57.496","57.496","57.496","57.496","57.496","57.496","57.516","57.516","57.516","57.516","57.516","57.516","57.516","57.516","57.516","57.516","57.516","57.516","57.516","57.485","57.485","57.485","57.485","57.485","57.485","57.485","57.485","57.485","57.485","57.485","57.485","57.485","57.485","57.485","57.485","57.485","57.485","57.485","57.485","57.485","57.485","57.485","57.485","57.485","57.485","57.485","57.485","57.485","57.485","57.486","57.486"
"1993:08","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","57.68","57.68","57.659","57.659","57.659","57.659","57.671","57.671","57.671","57.671","57.663","57.663","57.663","57.663","57.66","57.66","57.66","57.66","57.69","57.69","57.69","57.69","57.842","57.842","57.842","57.842","57.842","57.842","57.842","57.842","57.842","57.842","57.842","57.842","57.864","57.864","57.864","57.864","57.864","57.864","57.864","57.864","57.864","57.864","57.864","57.864","57.864","57.83","57.83","57.83","57.83","57.83","57.83","57.83","57.83","57.831","57.831","57.831","57.831","57.831","57.831","57.831","57.831","57.831","57.831","57.831","57.831","57.831","57.831","57.831","57.831","57.831","57.831","57.831","57.831","57.831","57.831","57.832","57.832"
"1993:09","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","58.41","58.41","58.386","58.386","58.386","58.386","58.358","58.358","58.358","58.358","58.335","58.335","58.335","58.335","58.355","58.355","58.355","58.355","58.425999999999995","58.425999999999995","58.425999999999995","58.425999999999995","58.446","58.446","58.446","58.446","58.446","58.445","58.445","58.445","58.445","58.445","58.445","58.445","58.455","58.455","58.455","58.455","58.455","58.455","58.455","58.455","58.455","58.455","58.455","58.455","58.455","58.44","58.44","58.44","58.44","58.44","58.44","58.44","58.44","58.443","58.443","58.443","58.443","58.443","58.443","58.443","58.443","58.443","58.443","58.443","58.443","58.443","58.443","58.443","58.443","58.443","58.443","58.443","58.443","58.443","58.443","58.444","58.444"
"1993:10","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","59.542","59.534","59.464","59.464","59.464","59.464","59.419","59.419","59.419","59.419","59.419","59.419","59.419","59.419","59.427","59.427","59.427","59.427","59.37","59.37","59.373","59.373","59.299","59.299","59.299","59.299","59.299","59.3","59.3","59.3","59.299","59.299","59.299","59.299","59.277","59.277","59.277","59.277","59.277","59.277","59.277","59.277","59.277","59.277","59.277","59.277","59.277","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.309"
"1993:11","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","60.37","60.231","60.231","60.231","60.231","60.21","60.21","60.21","60.21","60.237","60.237","60.237","60.237","60.226","60.226","60.226","60.226","60.187","60.187","60.187","60.187","60.186","60.186","60.186","60.186","60.186","60.191","60.191","60.191","60.184","60.184","60.184","60.184","60.128","60.128","60.128","60.128","60.128","60.128","60.128","60.128","60.128","60.128","60.128","60.128","60.128","60.212","60.212","60.212","60.212","60.212","60.212","60.212","60.212","60.214","60.214","60.214","60.214","60.214","60.214","60.214","60.214","60.214","60.214","60.214","60.214","60.214","60.214","60.214","60.214","60.214","60.214","60.214","60.214","60.214","60.214","60.215","60.215"
"1993:12","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","60.454","60.394","60.394","60.394","60.394","60.42","60.42","60.42","60.42","60.437","60.437","60.437","60.437","60.463","60.462999999999994","60.462999999999994","60.462999999999994","60.44199999999999","60.44199999999999","60.44199999999999","60.44199999999999","60.44799999999999","60.44799999999999","60.44799999999999","60.448","60.448","60.459","60.459","60.459","60.45","60.45","60.45","60.45","60.378","60.378","60.378","60.378","60.378","60.378","60.378","60.378","60.378","60.378","60.378","60.378","60.378","60.485","60.485","60.485","60.485","60.485","60.485","60.485","60.485","60.484","60.484","60.484","60.484","60.484","60.484","60.484","60.484","60.484","60.484","60.484","60.484","60.484","60.484","60.484","60.484","60.484","60.484","60.484","60.484","60.484","60.484","60.485","60.485"
"1994:01","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","60.492","60.529","60.529","60.529","60.529","60.571","60.571","60.571","60.571","60.592","60.592","60.592","60.592","60.646","60.645999999999994","60.645999999999994","60.645999999999994","60.684","60.684","60.684","60.684","60.800999999999995","60.800999999999995","60.800999999999995","60.801","60.801","60.801","60.801","60.801","60.793","60.793","60.793","60.793","60.738","60.738","60.738","60.738","60.738","60.738","60.738","60.738","60.738","60.738","60.738","60.738","60.738","60.82","60.82","60.82","60.82","60.82","60.82","60.82","60.82","60.822","60.822","60.822","60.822","60.822","60.822","60.822","60.822","60.822","60.822","60.822","60.822","60.822","60.822","60.822","60.822","60.822","60.822","60.822","60.822","60.822","60.822","60.822","60.822"
"1994:02","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","60.693","60.693","60.693","60.693","60.705","60.705","60.705","60.705","60.651","60.651","60.651","60.651","60.637","60.63699999999999","60.63699999999999","60.63699999999999","60.568","60.568","60.568","60.568","60.443","60.443","60.443","60.443","60.443","60.439","60.439","60.439","60.432","60.432","60.432","60.432","60.407","60.407","60.407","60.407","60.407","60.407","60.407","60.407","60.407","60.407","60.407","60.407","60.407","60.442","60.442","60.442","60.442","60.442","60.442","60.442","60.442","60.445","60.445","60.445","60.445","60.445","60.445","60.445","60.445","60.445","60.445","60.445","60.445","60.445","60.445","60.445","60.445","60.445","60.445","60.445","60.445","60.445","60.445","60.446","60.446"
"1994:03","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","60.534","60.534","60.533","60.533","60.532","60.532","60.532","60.532","60.485","60.485","60.485","60.485","60.431","60.431","60.431","60.431","60.419","60.419","60.419","60.419","60.251","60.251","60.251","60.251","60.251","60.249","60.249","60.249","60.244","60.244","60.244","60.244","60.24","60.24","60.24","60.24","60.24","60.24","60.24","60.24","60.24","60.24","60.24","60.24","60.24","60.241","60.241","60.241","60.241","60.241","60.241","60.241","60.241","60.244","60.244","60.244","60.244","60.244","60.244","60.244","60.244","60.244","60.244","60.244","60.244","60.244","60.244","60.244","60.244","60.244","60.244","60.244","60.244","60.244","60.244","60.244","60.244"
"1994:04","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","60.084","60.091","60.208","60.208","60.356","60.356","60.356","60.356","60.375","60.375","60.375","60.375","60.368","60.367999999999995","60.367999999999995","60.367999999999995","60.413999999999994","60.413999999999994","60.413999999999994","60.413999999999994","60.385","60.385","60.385","60.385","60.385","60.386","60.386","60.386","60.384","60.384","60.384","60.384","60.387","60.387","60.387","60.387","60.387","60.387","60.387","60.387","60.387","60.387","60.387","60.387","60.387","60.376","60.376","60.376","60.376","60.376","60.376","60.376","60.376","60.379","60.379","60.379","60.379","60.379","60.379","60.379","60.379","60.379","60.379","60.379","60.379","60.379","60.379","60.379","60.379","60.379","60.379","60.379","60.379","60.379","60.379","60.38","60.38"
"1994:05","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","59.819","59.709","59.709","59.905","59.905","59.905","59.905","59.927","59.927","59.927","59.927","59.884","59.88399999999999","59.88399999999999","59.88399999999999","59.81999999999999","59.81999999999999","59.81999999999999","59.81999999999999","59.775999999999996","59.775999999999996","59.775999999999996","59.776","59.776","59.778","59.778","59.778","59.778","59.778","59.778","59.778","59.789","59.789","59.789","59.789","59.789","59.789","59.789","59.789","59.789","59.789","59.789","59.789","59.789","59.768","59.768","59.768","59.768","59.768","59.768","59.768","59.768","59.772","59.772","59.772","59.772","59.772","59.772","59.772","59.772","59.772","59.772","59.772","59.772","59.772","59.772","59.772","59.772","59.772","59.772","59.772","59.772","59.772","59.772","59.772","59.772"
"1994:06","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","59.416","59.374","59.374","59.656","59.656","59.656","59.656","59.672","59.672","59.672","59.672","59.669","59.669","59.669","59.669","59.705999999999996","59.706999999999994","59.706999999999994","59.706999999999994","59.714999999999996","59.714999999999996","59.714999999999996","59.715","59.715","59.722","59.722","59.722","59.722","59.722","59.722","59.722","59.743","59.743","59.743","59.743","59.743","59.743","59.743","59.743","59.743","59.743","59.743","59.743","59.743","59.712","59.712","59.712","59.712","59.712","59.712","59.712","59.712","59.715","59.715","59.715","59.715","59.715","59.715","59.715","59.715","59.715","59.715","59.715","59.715","59.715","59.715","59.715","59.715","59.715","59.715","59.715","59.715","59.715","59.715","59.715","59.715"
"1994:07","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","59.314","59.361","59.361","59.647","59.647","59.647","59.647","59.666","59.666","59.666","59.666","59.689","59.68899999999999","59.68899999999999","59.68899999999999","59.674","59.674","59.674","59.674","59.864999999999995","59.864999999999995","59.864999999999995","59.865","59.865","59.871","59.871","59.871","59.872","59.872","59.872","59.872","59.904","59.904","59.904","59.904","59.904","59.904","59.904","59.904","59.904","59.904","59.904","59.904","59.904","59.857","59.857","59.857","59.857","59.857","59.857","59.857","59.857","59.863","59.863","59.863","59.863","59.863","59.863","59.863","59.863","59.863","59.863","59.863","59.863","59.863","59.863","59.863","59.863","59.863","59.863","59.863","59.863","59.863","59.863","59.863","59.863"
"1994:08","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","59.05","59.05","59.37","59.37","59.37","59.37","59.352","59.352","59.352","59.352","59.343","59.342999999999996","59.342999999999996","59.342999999999996","59.382","59.382","59.382","59.382","59.504","59.504","59.504","59.504","59.504","59.498","59.498","59.498","59.498","59.498","59.498","59.498","59.531","59.531","59.531","59.531","59.531","59.531","59.531","59.531","59.531","59.531","59.531","59.531","59.531","59.484","59.484","59.484","59.484","59.484","59.484","59.484","59.484","59.49","59.49","59.49","59.49","59.49","59.49","59.49","59.49","59.49","59.49","59.49","59.49","59.49","59.49","59.49","59.49","59.49","59.49","59.49","59.49","59.49","59.49","59.491","59.491"
"1994:09","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","58.996","58.996","59.307","59.307","59.307","59.307","59.273","59.273","59.273","59.273","59.266","59.266","59.266","59.266","59.270999999999994","59.270999999999994","59.270999999999994","59.270999999999994","59.321","59.321","59.321","59.321","59.321","59.316","59.316","59.316","59.317","59.317","59.317","59.317","59.338","59.338","59.338","59.338","59.338","59.338","59.338","59.338","59.338","59.338","59.338","59.338","59.338","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.309","59.313","59.313","59.313","59.313","59.313","59.313","59.313","59.313","59.313","59.313","59.313","59.313","59.313","59.313","59.313","59.313","59.313","59.313","59.313","59.313","59.313","59.313","59.313","59.313"
"1994:10","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","58.892","58.79","59.116","59.116","59.116","59.116","59.122","59.122","59.122","59.122","59.136","59.135999999999996","59.135999999999996","59.135999999999996","59.090999999999994","59.090999999999994","59.090999999999994","59.090999999999994","58.982","58.982","58.982","58.982","58.982","58.981","58.981","58.981","58.98","58.98","58.98","58.98","58.972","58.972","58.972","58.972","58.972","58.972","58.972","58.972","58.972","58.972","58.972","58.972","58.972","58.987","58.987","58.987","58.987","58.987","58.987","58.987","58.987","58.993","58.993","58.993","58.993","58.993","58.993","58.993","58.993","58.993","58.993","58.993","58.993","58.993","58.993","58.993","58.993","58.993","58.993","58.993","58.993","58.993","58.993","58.994","58.994"
"1994:11","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","58.763","59.152","59.152","59.152","59.152","59.194","59.194","59.194","59.194","59.199","59.199","59.199","59.199","59.226","59.226","59.226","59.226","59.135","59.135","59.135","59.135","59.135","59.14","59.14","59.14","59.128","59.128","59.128","59.128","59.09","59.09","59.09","59.09","59.09","59.09","59.09","59.09","59.09","59.09","59.09","59.09","59.09","59.154","59.154","59.154","59.154","59.154","59.154","59.154","59.154","59.163","59.163","59.163","59.163","59.163","59.163","59.163","59.163","59.163","59.163","59.163","59.163","59.163","59.163","59.163","59.163","59.163","59.163","59.163","59.163","59.163","59.163","59.163","59.163"
"1994:12","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","58.816","59.133","59.133","59.133","59.133","59.156","59.156","59.156","59.156","59.195","59.19499999999999","59.196","59.196","59.19799999999999","59.19799999999999","59.196999999999996","59.196999999999996","59.209999999999994","59.209999999999994","59.209999999999994","59.21","59.21","59.224","59.224","59.224","59.211","59.211","59.211","59.211","59.16","59.16","59.16","59.16","59.16","59.16","59.16","59.16","59.16","59.16","59.16","59.16","59.16","59.245","59.245","59.245","59.245","59.245","59.245","59.245","59.245","59.257","59.257","59.257","59.257","59.257","59.257","59.257","59.257","59.257","59.257","59.257","59.257","59.257","59.257","59.257","59.257","59.257","59.257","59.257","59.257","59.257","59.257","59.257","59.257"
"1995:01","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","58.995","58.988","58.988","58.988","58.988","59.009","59.009","59.009","59.009","59.07","59.06999999999999","59.06999999999999","59.06999999999999","59.105999999999995","59.105999999999995","59.105999999999995","59.105999999999995","59.266999999999996","59.266999999999996","59.266999999999996","59.267","59.267","59.262","59.262","59.262","59.251","59.251","59.251","59.251","59.213","59.213","59.213","59.213","59.213","59.213","59.213","59.213","59.213","59.213","59.213","59.213","59.213","59.274","59.274","59.274","59.274","59.274","59.274","59.274","59.274","59.268","59.268","59.268","59.268","59.268","59.268","59.268","59.268","59.268","59.268","59.268","59.268","59.268","59.268","59.268","59.268","59.268","59.268","59.268","59.268","59.268","59.268","59.268","59.268"
"1995:02","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","58.86","58.86","58.86","58.86","58.798","58.798","58.798","58.798","58.78","58.779999999999994","58.779999999999994","58.779999999999994","58.718999999999994","58.718999999999994","58.718999999999994","58.718999999999994","58.602999999999994","58.602999999999994","58.602999999999994","58.603","58.603","58.593","58.593","58.593","58.584","58.584","58.584","58.584","58.57","58.57","58.57","58.57","58.571","58.571","58.571","58.571","58.571","58.571","58.571","58.571","58.571","58.585","58.585","58.585","58.585","58.585","58.585","58.585","58.585","58.593","58.593","58.593","58.593","58.593","58.593","58.593","58.593","58.593","58.593","58.593","58.593","58.593","58.593","58.593","58.593","58.593","58.593","58.593","58.593","58.593","58.593","58.593","58.593"
"1995:03","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","42","58.483","58.483","58.483","58.483","58.431","58.431","58.431","58.431","58.341","58.340999999999994","58.340999999999994","58.340999999999994","58.230999999999995","58.230999999999995","58.230999999999995","58.230999999999995","58.16","58.16","58.16","58.160000000000004","58.16","58.154","58.154","58.154","58.148","58.148","58.148","58.148","58.151","58.151","58.151","58.151","58.151","58.151","58.151","58.151","58.151","58.151","58.151","58.151","58.151","58.132","58.132","58.132","58.132","58.132","58.132","58.132","58.132","58.14","58.14","58.14","58.14","58.14","58.14","58.14","58.14","58.14","58.14","58.14","58.14","58.14","58.14","58.14","58.14","58.14","58.14","58.14","58.14","58.14","58.14","58.141","58.141"
