"DATE","PIMP65Q4","PIMP66Q1","PIMP66Q2","PIMP66Q3","PIMP66Q4","PIMP67Q1","PIMP67Q2","PIMP67Q3","PIMP67Q4","PIMP68Q1","PIMP68Q2","PIMP68Q3","PIMP68Q4","PIMP69Q1","PIMP69Q2","PIMP69Q3","PIMP69Q4","PIMP70Q1","PIMP70Q2","PIMP70Q3","PIMP70Q4","PIMP71Q1","PIMP71Q2","PIMP71Q3","PIMP71Q4","PIMP72Q1","PIMP72Q2","PIMP72Q3","PIMP72Q4","PIMP73Q1","PIMP73Q2","PIMP73Q3","PIMP73Q4","PIMP74Q1","PIMP74Q2","PIMP74Q3","PIMP74Q4","PIMP75Q1","PIMP75Q2","PIMP75Q3","PIMP75Q4","PIMP76Q1","PIMP76Q2","PIMP76Q3","PIMP76Q4","PIMP77Q1","PIMP77Q2","PIMP77Q3","PIMP77Q4","PIMP78Q1","PIMP78Q2","PIMP78Q3","PIMP78Q4","PIMP79Q1","PIMP79Q2","PIMP79Q3","PIMP79Q4","PIMP80Q1","PIMP80Q2","PIMP80Q3","PIMP80Q4","PIMP81Q1","PIMP81Q2","PIMP81Q3","PIMP81Q4","PIMP82Q1","PIMP82Q2","PIMP82Q3","PIMP82Q4","PIMP83Q1","PIMP83Q2","PIMP83Q3","PIMP83Q4","PIMP84Q1","PIMP84Q2","PIMP84Q3","PIMP84Q4","PIMP85Q1","PIMP85Q2","PIMP85Q3","PIMP85Q4","PIMP86Q1","PIMP86Q2","PIMP86Q3","PIMP86Q4","PIMP87Q1","PIMP87Q2","PIMP87Q3","PIMP87Q4","PIMP88Q1","PIMP88Q2","PIMP88Q3","PIMP88Q4","PIMP89Q1","PIMP89Q2","PIMP89Q3","PIMP89Q4","PIMP90Q1","PIMP90Q2","PIMP90Q3","PIMP90Q4","PIMP91Q1","PIMP91Q2","PIMP91Q3","PIMP91Q4","PIMP92Q1","PIMP92Q2","PIMP92Q3","PIMP92Q4","PIMP93Q1","PIMP93Q2","PIMP93Q3","PIMP93Q4","PIMP94Q1","PIMP94Q2","PIMP94Q3","PIMP94Q4","PIMP95Q1","PIMP95Q2","PIMP95Q3","PIMP95Q4","PIMP96Q1","PIMP96Q2","PIMP96Q3","PIMP96Q4","PIMP97Q1","PIMP97Q2","PIMP97Q3","PIMP97Q4","PIMP98Q1","PIMP98Q2","PIMP98Q3","PIMP98Q4","PIMP99Q1","PIMP99Q2","PIMP99Q3","PIMP99Q4","PIMP00Q1","PIMP00Q2","PIMP00Q3","PIMP00Q4","PIMP01Q1","PIMP01Q2","PIMP01Q3","PIMP01Q4","PIMP02Q1","PIMP02Q2","PIMP02Q3","PIMP02Q4","PIMP03Q1","PIMP03Q2","PIMP03Q3","PIMP03Q4","PIMP04Q1","PIMP04Q2","PIMP04Q3","PIMP04Q4","PIMP05Q1","PIMP05Q2","PIMP05Q3","PIMP05Q4","PIMP06Q1","PIMP06Q2","PIMP06Q3","PIMP06Q4","PIMP07Q1","PIMP07Q2","PIMP07Q3","PIMP07Q4","PIMP08Q1","PIMP08Q2","PIMP08Q3","PIMP08Q4","PIMP09Q1","PIMP09Q2","PIMP09Q3","PIMP09Q4","PIMP10Q1","PIMP10Q2","PIMP10Q3","PIMP10Q4","PIMP11Q1","PIMP11Q2","PIMP11Q3","PIMP11Q4","PIMP12Q1","PIMP12Q2","PIMP12Q3","PIMP12Q4","PIMP13Q1","PIMP13Q2","PIMP13Q3","PIMP13Q4","PIMP14Q1","PIMP14Q2","PIMP14Q3","PIMP14Q4","PIMP15Q1","PIMP15Q2","PIMP15Q3","PIMP15Q4"
"1949:Q3","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","#N/A","#N/A","#N/A","#N/A","21.4976","21.4976","21.4976","21.4976","21.4976","21.4976","21.4976","21.4976","21.4976","21.4976","21.4976","21.4976","#N/A","#N/A","#N/A","#N/A","#N/A","17.51","17.51","17.51","17.51","17.51","17.51","17.51","17.51","17.51","17.51","#N/A","#N/A","17.52","17.52","17.52","17.52","17.52","17.52","17.52","17.52","17.52","17.52","17.52","17.52","17.52","17.52","17.52","18.328","18.328","18.328","18.328","18.328","18.328","18.328","18.328","18.328","18.328","18.328","18.328","18.328","18.328","18.328","18.328","18.328","18.328","18.328","18.328","18.328","18.328","16.525","16.525","16.525","16.525","16.525","16.525","16.525","16.525","16.537","16.537","16.537","16.537","16.537","16.537","16.537","16.537","15.385","15.385","15.385","15.385","15.567","15.567","15.567","15.567","15.567","15.567"
"1949:Q4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","#N/A","#N/A","#N/A","#N/A","21.6667","21.6667","21.6667","21.6667","21.6667","21.6667","21.6667","21.6667","21.6667","21.6667","21.6667","21.6667","#N/A","#N/A","#N/A","#N/A","#N/A","17.55","17.55","17.55","17.55","17.55","17.55","17.55","17.55","17.55","17.55","#N/A","#N/A","17.55","17.55","17.55","17.55","17.55","17.55","17.55","17.55","17.55","17.55","17.55","17.55","17.55","17.55","17.55","18.395","18.395","18.395","18.395","18.395","18.395","18.395","18.395","18.395","18.395","18.395","18.395","18.395","18.395","18.395","18.395","18.395","18.395","18.395","18.395","18.395","18.395","16.59","16.59","16.59","16.59","16.59","16.59","16.59","16.59","16.601","16.601","16.601","16.601","16.601","16.601","16.601","16.601","15.444","15.444","15.444","15.444","15.627","15.627","15.627","15.627","15.627","15.627"
"1950:Q1","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","81.8","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","#N/A","#N/A","#N/A","#N/A","22.1963","22.1963","22.1963","22.1963","22.1963","22.1963","22.1963","22.1963","22.1963","22.1963","22.1963","22.1963","#N/A","#N/A","#N/A","#N/A","#N/A","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95","#N/A","#N/A","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95","17.95","18.739","18.739","18.739","18.739","18.739","18.739","18.739","18.739","18.739","18.739","18.739","18.739","18.739","18.739","18.739","18.739","18.739","18.739","18.739","18.739","18.739","18.739","16.901","16.901","16.901","16.901","16.901","16.901","16.901","16.901","16.913","16.913","16.913","16.913","16.913","16.913","16.913","16.913","15.733","15.733","15.733","15.733","15.92","15.92","15.92","15.92","15.92","15.92"
"1950:Q2","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","83.8","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","65.5","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","21.4","#N/A","#N/A","#N/A","#N/A","22.6164","22.6164","22.6164","22.6164","22.6164","22.6164","22.6164","22.6164","22.6164","22.6164","22.6164","22.6164","#N/A","#N/A","#N/A","#N/A","#N/A","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","#N/A","#N/A","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","19.129","19.129","19.129","19.129","19.129","19.129","19.129","19.129","19.129","19.129","19.129","19.129","19.129","19.129","19.129","19.129","19.129","19.129","19.129","19.129","19.129","19.129","17.26","17.26","17.26","17.26","17.26","17.26","17.26","17.26","17.272","17.272","17.272","17.272","17.272","17.272","17.272","17.272","16.068","16.068","16.068","16.068","16.259","16.259","16.259","16.259","16.259","16.259"
"1950:Q3","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","90.2","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","68.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","22.7","#N/A","#N/A","#N/A","#N/A","23.4657","23.4657","23.4657","23.4657","23.4657","23.4657","23.4657","23.4657","23.4657","23.4657","23.4657","23.4657","#N/A","#N/A","#N/A","#N/A","#N/A","18.88","18.88","18.88","18.88","18.88","18.88","18.88","18.88","18.88","18.88","#N/A","#N/A","18.88","18.88","18.88","18.88","18.88","18.88","18.88","18.88","18.88","18.88","18.88","18.88","18.88","18.88","18.88","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","17.815","17.815","17.815","17.815","17.815","17.815","17.815","17.815","17.828","17.828","17.828","17.828","17.828","17.828","17.828","17.828","16.586","16.586","16.586","16.586","16.783","16.783","16.783","16.783","16.783","16.783"
"1950:Q4","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","75.1","75.1","75.1","75.1","75.1","75.1","75.1","75.1","75.1","75.1","75.1","75.1","75.1","75.1","75.1","75.1","75.1","75.1","75.1","75.1","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","#N/A","#N/A","#N/A","#N/A","24.5961","24.5961","24.5961","24.5961","24.5961","24.5961","24.5961","24.5961","24.5961","24.5961","24.5961","24.5961","#N/A","#N/A","#N/A","#N/A","#N/A","19.74","19.74","19.74","19.74","19.74","19.74","19.74","19.74","19.74","19.74","#N/A","#N/A","19.77","19.77","19.77","19.77","19.77","19.77","19.77","19.77","19.77","19.77","19.77","19.77","19.77","19.77","19.77","20.683","20.683","20.683","20.683","20.683","20.683","20.683","20.683","20.683","20.683","20.683","20.683","20.683","20.683","20.683","20.683","20.683","20.683","20.683","20.683","20.683","20.683","18.643","18.643","18.643","18.643","18.643","18.643","18.643","18.643","18.656","18.656","18.656","18.656","18.656","18.656","18.656","18.656","17.356","17.356","17.356","17.356","17.562","17.562","17.562","17.562","17.562","17.562"
"1951:Q1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","105.1","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","#N/A","#N/A","#N/A","#N/A","26.5125","26.5125","26.5125","26.5125","26.5125","26.5125","26.5125","26.5125","26.5125","26.5125","26.5125","26.5125","#N/A","#N/A","#N/A","#N/A","#N/A","21.34","21.34","21.34","21.34","21.34","21.34","21.34","21.34","21.34","21.34","#N/A","#N/A","21.38","21.38","21.38","21.38","21.38","21.38","21.38","21.38","21.38","21.38","21.38","21.38","21.38","21.38","21.38","22.386","22.386","22.386","22.386","22.386","22.386","22.386","22.386","22.386","22.386","22.386","22.386","22.386","22.386","22.386","22.386","22.386","22.386","22.386","22.386","22.386","22.386","20.194","20.194","20.194","20.194","20.194","20.194","20.194","20.194","20.208","20.208","20.208","20.208","20.208","20.208","20.208","20.208","18.799","18.799","18.799","18.799","19.022","19.022","19.022","19.022","19.022","19.022"
"1951:Q2","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","110.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","#N/A","#N/A","#N/A","#N/A","27.7879","27.7879","27.7879","27.7879","27.7879","27.7879","27.7879","27.7879","27.7879","27.7879","27.7879","27.7879","#N/A","#N/A","#N/A","#N/A","#N/A","22.55","22.55","22.55","22.55","22.55","22.55","22.55","22.55","22.55","22.55","#N/A","#N/A","22.55","22.55","22.55","22.55","22.55","22.55","22.55","22.55","22.55","22.55","22.55","22.55","22.55","22.55","22.55","23.594","23.594","23.594","23.594","23.594","23.594","23.594","23.594","23.594","23.594","23.594","23.594","23.594","23.594","23.594","23.594","23.594","23.594","23.594","23.594","23.594","23.594","21.28","21.28","21.28","21.28","21.28","21.28","21.28","21.28","21.295","21.295","21.295","21.295","21.295","21.295","21.295","21.295","19.81","19.81","19.81","19.81","20.046","20.046","20.046","20.046","20.046","20.046"
"1951:Q3","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","#N/A","#N/A","#N/A","#N/A","27.9297","27.9297","27.9297","27.9297","27.9297","27.9297","27.9297","27.9297","27.9297","27.9297","27.9297","27.9297","#N/A","#N/A","#N/A","#N/A","#N/A","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","23.23","#N/A","#N/A","23.24","23.24","23.24","23.24","23.24","23.24","23.24","23.24","23.24","23.24","23.24","23.24","23.24","23.24","23.24","24.284","24.284","24.284","24.284","24.284","24.284","24.284","24.284","24.284","24.284","24.284","24.284","24.284","24.284","24.284","24.284","24.284","24.284","24.284","24.284","24.284","24.284","21.896","21.896","21.896","21.896","21.896","21.896","21.896","21.896","21.911","21.911","21.911","21.911","21.911","21.911","21.911","21.911","20.384","20.384","20.384","20.384","20.626","20.626","20.626","20.626","20.626","20.626"
"1951:Q4","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","104.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","80.5","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","81.4","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","#N/A","#N/A","#N/A","#N/A","27.6134","27.6134","27.6134","27.6134","27.6134","27.6134","27.6134","27.6134","27.6134","27.6134","27.6134","27.6134","#N/A","#N/A","#N/A","#N/A","#N/A","23.37","23.37","23.37","23.37","23.37","23.37","23.37","23.37","23.37","23.37","#N/A","#N/A","23.35","23.35","23.35","23.35","23.35","23.35","23.35","23.35","23.35","23.35","23.35","23.35","23.35","23.35","23.35","24.374","24.374","24.374","24.374","24.374","24.374","24.374","24.374","24.374","24.374","24.374","24.374","24.374","24.374","24.374","24.374","24.374","24.374","24.374","24.374","24.374","24.374","21.983","21.983","21.983","21.983","21.983","21.983","21.983","21.983","21.999","21.999","21.999","21.999","21.999","21.999","21.999","21.999","20.466","20.466","20.466","20.466","20.709","20.709","20.709","20.709","20.709","20.709"
"1952:Q1","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","#N/A","#N/A","#N/A","#N/A","26.2697","26.2697","26.2697","26.2697","26.2697","26.2697","26.2697","26.2697","26.2697","26.2697","26.2697","26.2697","#N/A","#N/A","#N/A","#N/A","#N/A","22.37","22.37","22.37","22.37","22.37","22.37","22.37","22.37","22.37","22.37","#N/A","#N/A","22.37","22.37","22.37","22.37","22.37","22.37","22.37","22.37","22.37","22.37","22.37","22.37","22.37","22.37","22.37","23.389","23.389","23.389","23.389","23.389","23.389","23.389","23.389","23.389","23.389","23.389","23.389","23.389","23.389","23.389","23.389","23.389","23.389","23.389","23.389","23.389","23.389","21.087","21.087","21.087","21.087","21.087","21.087","21.087","21.087","21.102","21.102","21.102","21.102","21.102","21.102","21.102","21.102","19.631","19.631","19.631","19.631","19.864","19.864","19.864","19.864","19.864","19.864"
"1952:Q2","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","80.6","80.6","80.6","80.6","80.6","80.6","80.6","80.6","80.6","80.6","80.6","80.6","80.6","80.6","80.6","80.6","80.6","80.6","80.6","80.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","25.6","#N/A","#N/A","#N/A","#N/A","25.7951","25.7951","25.7951","25.7951","25.7951","25.7951","25.7951","25.7951","25.7951","25.7951","25.7951","25.7951","#N/A","#N/A","#N/A","#N/A","#N/A","21.98","21.98","21.98","21.98","21.98","21.98","21.98","21.98","21.98","21.98","#N/A","#N/A","21.99","21.99","21.99","21.99","21.99","21.99","21.99","21.99","21.99","21.99","21.99","21.99","21.99","21.99","21.99","22.994","22.994","22.994","22.994","22.994","22.994","22.994","22.994","22.994","22.994","22.994","22.994","22.994","22.994","22.994","22.994","22.994","22.994","22.994","22.994","22.994","22.994","20.745","20.745","20.745","20.745","20.745","20.745","20.745","20.745","20.76","20.76","20.76","20.76","20.76","20.76","20.76","20.76","19.313","19.313","19.313","19.313","19.542","19.542","19.542","19.542","19.542","19.542"
"1952:Q3","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","102.4","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","78.2","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","#N/A","#N/A","#N/A","#N/A","25.3731","25.3731","25.3731","25.3731","25.3731","25.3731","25.3731","25.3731","25.3731","25.3731","25.3731","25.3731","#N/A","#N/A","#N/A","#N/A","#N/A","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","#N/A","#N/A","21.61","21.61","21.61","21.61","21.61","21.61","21.61","21.61","21.61","21.61","21.61","21.61","21.61","21.61","21.61","22.594","22.594","22.594","22.594","22.594","22.594","22.594","22.594","22.594","22.594","22.594","22.594","22.594","22.594","22.594","22.594","22.594","22.594","22.594","22.594","22.594","22.594","20.382","20.382","20.382","20.382","20.382","20.382","20.382","20.382","20.397","20.397","20.397","20.397","20.397","20.397","20.397","20.397","18.975","18.975","18.975","18.975","19.2","19.2","19.2","19.2","19.2","19.2"
"1952:Q4","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","77.8","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","#N/A","#N/A","#N/A","#N/A","24.772","24.772","24.772","24.772","24.772","24.772","24.772","24.772","24.772","24.772","24.772","24.772","#N/A","#N/A","#N/A","#N/A","#N/A","21.25","21.25","21.25","21.25","21.25","21.25","21.25","21.25","21.25","21.25","#N/A","#N/A","21.27","21.27","21.27","21.27","21.27","21.27","21.27","21.27","21.27","21.27","21.27","21.27","21.27","21.27","21.27","22.233","22.233","22.233","22.233","22.233","22.233","22.233","22.233","22.233","22.233","22.233","22.233","22.233","22.233","22.233","22.233","22.233","22.233","22.233","22.233","22.233","22.233","20.047","20.047","20.047","20.047","20.047","20.047","20.047","20.047","20.061","20.061","20.061","20.061","20.061","20.061","20.061","20.061","18.663","18.663","18.663","18.663","18.884","18.884","18.884","18.884","18.884","18.884"
