"DATE","NCPROFATW00M1","NCPROFATW00M2","NCPROFATW00M3","NCPROFATW00M4","NCPROFATW00M5","NCPROFATW00M6","NCPROFATW00M7","NCPROFATW00M8","NCPROFATW00M9","NCPROFATW00M10","NCPROFATW00M11","NCPROFATW00M12","NCPROFATW01M1","NCPROFATW01M2","NCPROFATW01M3","NCPROFATW01M4","NCPROFATW01M5","NCPROFATW01M6","NCPROFATW01M7","NCPROFATW01M8","NCPROFATW01M9","NCPROFATW01M10","NCPROFATW01M11","NCPROFATW01M12","NCPROFATW02M1","NCPROFATW02M2","NCPROFATW02M3","NCPROFATW02M4","NCPROFATW02M5","NCPROFATW02M6","NCPROFATW02M7","NCPROFATW02M8","NCPROFATW02M9","NCPROFATW02M10","NCPROFATW02M11","NCPROFATW02M12","NCPROFATW03M1","NCPROFATW03M2","NCPROFATW03M3","NCPROFATW03M4","NCPROFATW03M5","NCPROFATW03M6","NCPROFATW03M7","NCPROFATW03M8","NCPROFATW03M9","NCPROFATW03M10","NCPROFATW03M11","NCPROFATW03M12","NCPROFATW04M1","NCPROFATW04M2","NCPROFATW04M3","NCPROFATW04M4","NCPROFATW04M5","NCPROFATW04M6","NCPROFATW04M7","NCPROFATW04M8","NCPROFATW04M9","NCPROFATW04M10","NCPROFATW04M11","NCPROFATW04M12","NCPROFATW05M1","NCPROFATW05M2","NCPROFATW05M3","NCPROFATW05M4","NCPROFATW05M5","NCPROFATW05M6","NCPROFATW05M7","NCPROFATW05M8","NCPROFATW05M9","NCPROFATW05M10","NCPROFATW05M11","NCPROFATW05M12","NCPROFATW06M1","NCPROFATW06M2","NCPROFATW06M3","NCPROFATW06M4","NCPROFATW06M5","NCPROFATW06M6","NCPROFATW06M7","NCPROFATW06M8","NCPROFATW06M9","NCPROFATW06M10","NCPROFATW06M11","NCPROFATW06M12","NCPROFATW07M1","NCPROFATW07M2","NCPROFATW07M3","NCPROFATW07M4","NCPROFATW07M5","NCPROFATW07M6","NCPROFATW07M7","NCPROFATW07M8","NCPROFATW07M9","NCPROFATW07M10","NCPROFATW07M11","NCPROFATW07M12","NCPROFATW08M1","NCPROFATW08M2","NCPROFATW08M3","NCPROFATW08M4","NCPROFATW08M5","NCPROFATW08M6","NCPROFATW08M7","NCPROFATW08M8","NCPROFATW08M9","NCPROFATW08M10","NCPROFATW08M11","NCPROFATW08M12","NCPROFATW09M1","NCPROFATW09M2","NCPROFATW09M3","NCPROFATW09M4","NCPROFATW09M5","NCPROFATW09M6","NCPROFATW09M7","NCPROFATW09M8","NCPROFATW09M9","NCPROFATW09M10","NCPROFATW09M11","NCPROFATW09M12"
"1999:Q2","621.0","621.0","621.0","626.0","626.0","626.0","626.0","585.9","585.9","585.9","585.9","585.9","585.9","585.9","585.9","585.9","585.9","585.9","585.9","562.4","562.4","562.4","562.4","562.4","562.4","562.4","562.4","562.4","562.4","562.4","562.4","556.0","556.0","556.0","556.0","556.0","556.0","556.0","556.0","556.0","556.0","556.0","556.0","556.0","556.0","556.0","556.0","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","592.9","605.4","605.4","605.4","605.4","605.4"
"1999:Q3","619.8","619.8","619.8","624.7","624.7","624.7","624.7","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","587.9","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","549.5","541.7","541.7","541.7","541.7","541.7","541.7","541.7","541.7","541.7","541.7","541.7","541.7","541.7","541.7","541.7","541.7","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","582.1","589.2","589.2","589.2","589.2","589.2"
"1999:Q4","#N/A","#N/A","#N/A","643.6","643.6","643.6","643.6","622.3","622.3","622.3","622.3","622.3","622.3","622.3","622.3","622.3","622.3","622.3","622.3","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","590.4","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","602.5","591.9","591.9","591.9","591.9","591.9"
"2000:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","665.2","674.8","650.0","650.0","650.0","650.0","650.0","650.0","650.0","650.0","650.0","650.0","650.0","650.0","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","536.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","551.8","566.2","566.2","566.2","566.2","566.2"
"2000:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","671.1","671.5","671.5","671.5","671.5","671.5","671.5","671.5","671.5","671.5","671.5","612.3","612.3","612.3","612.3","612.3","612.3","612.3","612.3","612.3","612.3","612.3","612.3","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","560.5","558.6","558.6","558.6","558.6","558.6"
"2000:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","679.3","679.7","679.7","679.7","679.7","679.7","679.7","679.7","620.1","620.1","620.1","620.1","620.1","620.1","620.1","620.1","620.1","620.1","620.1","620.1","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","530.3","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","551.5","560.0","560.0","560.0","560.0","560.0"
"2000:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","647.0","647.0","647.0","647.0","594.1","594.1","594.1","594.1","594.1","594.1","594.1","594.1","594.1","594.1","594.1","594.1","507.8","507.8","507.8","507.8","507.8","507.8","507.8","507.8","507.8","507.8","507.8","507.8","507.8","507.8","507.8","507.8","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","531.8","531.8","531.8","531.8","531.8"
"2001:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","634.4","614.6","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","553.0","489.2","489.2","489.2","489.2","489.2","489.2","489.2","489.2","489.2","489.2","489.2","489.2","489.2","489.2","489.2","489.2","536.7","536.7","536.7","536.7","536.7","536.7","536.7","536.7","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","556.2","558.3","558.3","558.3","558.3","558.3"
"2001:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","530.4","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","508.3","508.3","508.3","508.3","508.3","508.3","508.3","508.3","508.3","508.3","508.3","508.3","508.3","508.3","508.3","508.3","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","565.2","595.6","595.6","595.6","595.6","595.6"
"2001:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","490.7","492.0","492.0","492.0","492.0","492.0","492.0","492.0","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","515.5","515.5","515.5","515.5","515.5","515.5","515.5","515.5","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","516.9","569.9","569.9","569.9","569.9","569.9"
"2001:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","627.9","627.9","627.9","627.9","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","693.5","693.5","693.5","693.5","693.5","693.5","693.5","693.5","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","614.4","599.6","599.6","599.6","599.6","599.6"
"2002:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","612.5","615.4","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","595.2","698.6","698.6","698.6","698.6","698.6","698.6","698.6","698.6","669.3","669.3","669.3","669.3","669.3","669.3","669.3","669.3","669.3","669.3","669.3","669.3","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","654.5","651.1","651.1","651.1","651.1","651.1"
"2002:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","572.0","571.3","571.3","571.3","571.3","571.3","571.3","571.3","571.3","571.3","571.3","571.3","571.3","571.3","571.3","704.8","704.8","704.8","704.8","704.8","704.8","704.8","704.8","685.0","685.0","685.0","685.0","685.0","685.0","685.0","685.0","685.0","685.0","685.0","685.0","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","675.8","666.0","666.0","666.0","666.0","666.0"
"2002:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","556.1","556.3","556.3","556.3","556.3","556.3","556.3","556.3","556.3","556.3","556.3","556.3","701.2","701.2","701.2","701.2","701.2","701.2","701.2","701.2","687.9","687.9","687.9","687.9","687.9","687.9","687.9","687.9","687.9","687.9","687.9","687.9","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","698.5","676.0","676.0","676.0","676.0","676.0"
"2002:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","732.0","732.0","732.0","732.0","732.0","732.0","732.0","732.0","720.6","720.6","720.6","720.6","720.6","720.6","720.6","720.6","720.6","720.6","720.6","720.6","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","746.0","726.3","726.3","726.3","726.3","726.3"
"2003:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","568.9","578.6","578.6","578.6","578.6","578.6","713.2","713.2","713.2","713.2","713.2","713.2","713.2","713.2","688.0","688.0","688.0","688.0","688.0","688.0","688.0","688.0","688.0","688.0","688.0","688.0","727.6","727.6","727.6","727.6","727.6","727.6","727.6","727.6","727.6","727.6","727.6","727.6","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","689.5","685.9","685.9","685.9","685.9","685.9"
"2003:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","670.7","662.7","662.7","811.3","811.3","811.3","811.3","811.3","811.3","811.3","811.3","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","761.7","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","727.4","723.1","723.1","723.1","723.1","723.1"
"2003:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","893.7","893.7","893.7","893.7","893.7","893.7","893.7","818.4","818.4","818.4","818.4","818.4","818.4","818.4","818.4","818.4","818.4","818.4","818.4","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","770.7","745.5","745.5","745.5","745.5","745.5"
"2003:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","961.9","961.9","961.9","961.9","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","865.6","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","811.8","781.6","781.6","781.6","781.6","781.6"
"2004:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","975.2","982.3","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","909.1","889.4","889.4","889.4","889.4","889.4","889.4","889.4","889.4","889.4","889.4","889.4","889.4","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","901.5","901.5","901.5","901.5","901.5","901.5","901.5","901.5","901.5","901.5","901.5","901.5","901.5","901.5","901.5","901.5","901.5","901.5","901.5","901.5","901.5","901.5","901.5","901.5","909.6","909.6","909.6","909.6","909.6"
"2004:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","897.8","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","887.3","887.3","887.3","887.3","887.3","887.3","887.3","887.3","887.3","887.3","887.3","887.3","880.2","880.2","880.2","880.2","880.2","880.2","880.2","880.2","880.2","880.2","880.2","880.2","920.3","920.3","920.3","920.3","920.3","920.3","920.3","920.3","920.3","920.3","920.3","920.3","920.3","920.3","920.3","920.3","920.3","920.3","920.3","920.3","920.3","920.3","920.3","920.3","928.7","928.7","928.7","928.7","928.7"
"2004:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","884.9","864.7","864.7","864.7","864.7","864.7","864.7","864.7","858.2","858.2","858.2","858.2","858.2","858.2","858.2","858.2","858.2","858.2","858.2","858.2","856.2","856.2","856.2","856.2","856.2","856.2","856.2","856.2","856.2","856.2","856.2","856.2","916.2","916.2","916.2","916.2","916.2","916.2","916.2","916.2","916.2","916.2","916.2","916.2","916.2","916.2","916.2","916.2","916.2","916.2","916.2","916.2","916.2","916.2","916.2","916.2","971.8","971.8","971.8","971.8","971.8"
"2004:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","973.0","973.0","973.0","973.0","926.4","926.4","926.4","926.4","926.4","926.4","926.4","926.4","926.4","926.4","926.4","926.4","916.8","916.8","916.8","916.8","916.8","916.8","916.8","916.8","916.8","916.8","916.8","916.8","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","957.4","953.3","953.3","953.3","953.3","953.3"
"2005:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","983.0","984.9","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","919.0","919.0","919.0","919.0","919.0","919.0","919.0","919.0","919.0","919.0","919.0","919.0","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","1031.0","1031.0","1031.0","1031.0","1031.0","1031.0","1031.0","1031.0","1031.0","1031.0","1031.0","1031.0","1003.1","1003.1","1003.1","1003.1","1003.1"
